order_id,order_line_id,sku,qty,unit_price,gross_sales,promo_id,discount_amt,net_sales
O0001697,O0001697-2,SKU00139,1,52.17,52.17,,0.0,52.17
O0001697,O0001697-3,SKU00111,1,50.04,50.04,,0.0,50.04
O0001698,O0001698-1,SKU00206,1,31.05,31.05,,0.0,31.05
O0001698,O0001698-2,SKU00015,3,66.48,199.44,,0.0,199.44
O0001699,O0001699-1,SKU00007,1,32.91,32.91,,0.0,32.91
O0001700,O0001700-1,SKU00135,1,42.96,42.96,,0.0,42.96
O0001700,O0001700-2,SKU00176,1,24.92,24.92,,0.0,24.92
O0001700,O0001700-3,SKU00168,1,26.49,26.49,,0.0,26.49
O0001701,O0001701-1,SKU00398,1,85.14,85.14,,0.0,85.14
O0001701,O0001701-2,SKU00310,1,44.67,44.67,,0.0,44.67
O0001702,O0001702-1,SKU00012,2,9.88,19.76,,0.0,19.76
O0001702,O0001702-2,SKU00135,1,42.96,42.96,,0.0,42.96
O0001702,O0001702-3,SKU00300,1,29.05,29.05,,0.0,29.05
O0001703,O0001703-1,SKU00063,2,26.13,52.26,,0.0,52.26
O0001703,O0001703-2,SKU00184,3,34.06,102.18,P0034,5.11,97.07
O0001703,O0001703-3,SKU00361,1,44.18,44.18,,0.0,44.18
O0001703,O0001703-4,SKU00102,1,12.21,12.21,,0.0,12.21
O0001704,O0001704-1,SKU00015,2,66.48,132.96,,0.0,132.96
O0001704,O0001704-2,SKU00098,1,54.0,54.0,,0.0,54.0
O0001704,O0001704-3,SKU00276,3,22.08,66.24,,0.0,66.24
O0001704,O0001704-4,SKU00331,1,21.15,21.15,P0010,2.11,19.04
O0001705,O0001705-1,SKU00093,1,55.17,55.17,,0.0,55.17
O0001706,O0001706-1,SKU00216,1,68.72,68.72,,0.0,68.72
O0001706,O0001706-2,SKU00342,1,38.94,38.94,,0.0,38.94
O0001706,O0001706-3,SKU00216,1,68.72,68.72,,0.0,68.72
O0001707,O0001707-1,SKU00141,1,78.13,78.13,,0.0,78.13
O0001707,O0001707-2,SKU00304,3,28.55,85.65,,0.0,85.65
O0001708,O0001708-1,SKU00383,1,37.66,37.66,,0.0,37.66
O0001709,O0001709-1,SKU00011,2,31.25,62.5,,0.0,62.5
O0001709,O0001709-2,SKU00161,1,12.51,12.51,,0.0,12.51
O0001710,O0001710-1,SKU00314,2,39.09,78.18,,0.0,78.18
O0001711,O0001711-1,SKU00172,2,17.17,34.34,,0.0,34.34
O0001711,O0001711-2,SKU00303,1,66.84,66.84,,0.0,66.84
O0001711,O0001711-3,SKU00318,2,30.41,60.82,,0.0,60.82
O0001711,O0001711-4,SKU00310,1,44.67,44.67,,0.0,44.67
O0001712,O0001712-1,SKU00129,1,38.65,38.65,,0.0,38.65
O0001712,O0001712-2,SKU00331,1,21.15,21.15,P0010,2.11,19.04
O0001713,O0001713-1,SKU00002,1,57.3,57.3,,0.0,57.3
O0001713,O0001713-2,SKU00061,1,23.77,23.77,P0010,2.38,21.39
O0001713,O0001713-3,SKU00148,1,39.39,39.39,,0.0,39.39
O0001714,O0001714-1,SKU00315,2,65.19,130.38,,0.0,130.38
O0001715,O0001715-1,SKU00342,1,38.94,38.94,,0.0,38.94
O0001715,O0001715-2,SKU00074,1,76.62,76.62,,0.0,76.62
O0001716,O0001716-1,SKU00215,1,33.08,33.08,,0.0,33.08
O0001717,O0001717-1,SKU00040,1,46.34,46.34,,0.0,46.34
O0001717,O0001717-2,SKU00084,1,33.92,33.92,P0040,10.18,23.74
O0001718,O0001718-1,SKU00060,1,76.86,76.86,,0.0,76.86
O0001718,O0001718-2,SKU00126,2,40.15,80.3,,0.0,80.3
O0001718,O0001718-3,SKU00262,1,10.7,10.7,,0.0,10.7
O0001718,O0001718-4,SKU00313,1,49.13,49.13,,0.0,49.13
O0001719,O0001719-1,SKU00266,1,28.62,28.62,,0.0,28.62
O0001719,O0001719-2,SKU00229,1,74.74,74.74,,0.0,74.74
O0001719,O0001719-3,SKU00299,1,33.57,33.57,,0.0,33.57
O0001719,O0001719-4,SKU00070,1,44.51,44.51,,0.0,44.51
O0001720,O0001720-1,SKU00134,2,31.13,62.26,,0.0,62.26
O0001720,O0001720-2,SKU00111,1,50.04,50.04,,0.0,50.04
O0001721,O0001721-1,SKU00070,1,44.51,44.51,,0.0,44.51
O0001721,O0001721-2,SKU00117,1,30.62,30.62,,0.0,30.62
O0001722,O0001722-1,SKU00234,1,20.16,20.16,,0.0,20.16
O0001722,O0001722-2,SKU00225,1,25.36,25.36,,0.0,25.36
O0001723,O0001723-1,SKU00259,2,40.89,81.78,,0.0,81.78
O0001724,O0001724-1,SKU00248,1,48.06,48.06,,0.0,48.06
O0001724,O0001724-2,SKU00213,1,45.05,45.05,,0.0,45.05
O0001724,O0001724-3,SKU00320,1,20.06,20.06,P0040,6.02,14.04
O0001724,O0001724-4,SKU00383,1,37.66,37.66,,0.0,37.66
O0001725,O0001725-1,SKU00228,1,106.95,106.95,,0.0,106.95
O0001726,O0001726-1,SKU00239,1,15.42,15.42,,0.0,15.42
O0001726,O0001726-2,SKU00290,1,42.67,42.67,,0.0,42.67
O0001727,O0001727-1,SKU00110,1,38.93,38.93,,0.0,38.93
O0001727,O0001727-2,SKU00203,1,71.32,71.32,,0.0,71.32
O0001728,O0001728-1,SKU00101,1,33.02,33.02,,0.0,33.02
O0001728,O0001728-2,SKU00357,1,23.0,23.0,,0.0,23.0
O0001728,O0001728-3,SKU00278,1,54.54,54.54,,0.0,54.54
O0001728,O0001728-4,SKU00279,1,31.74,31.74,,0.0,31.74
O0001729,O0001729-1,SKU00154,1,62.36,62.36,,0.0,62.36
O0001729,O0001729-2,SKU00229,1,74.74,74.74,,0.0,74.74
O0001730,O0001730-1,SKU00241,1,46.38,46.38,,0.0,46.38
O0001730,O0001730-2,SKU00137,1,60.17,60.17,,0.0,60.17
O0001731,O0001731-1,SKU00163,1,29.45,29.45,,0.0,29.45
O0001731,O0001731-2,SKU00307,1,36.83,36.83,,0.0,36.83
O0001732,O0001732-1,SKU00034,1,45.57,45.57,,0.0,45.57
O0001733,O0001733-1,SKU00360,2,93.89,187.78,,0.0,187.78
O0001733,O0001733-2,SKU00383,2,37.66,75.32,,0.0,75.32
O0001733,O0001733-3,SKU00015,1,66.48,66.48,,0.0,66.48
O0001734,O0001734-1,SKU00070,1,44.51,44.51,,0.0,44.51
O0001735,O0001735-1,SKU00205,2,35.8,71.6,,0.0,71.6
O0001736,O0001736-1,SKU00103,1,32.28,32.28,,0.0,32.28
O0001736,O0001736-2,SKU00248,1,48.06,48.06,P0040,14.42,33.64
O0001737,O0001737-1,SKU00357,1,23.0,23.0,,0.0,23.0
O0001737,O0001737-2,SKU00037,1,30.33,30.33,,0.0,30.33
O0001737,O0001737-3,SKU00223,1,22.77,22.77,,0.0,22.77
O0001738,O0001738-1,SKU00168,1,26.49,26.49,,0.0,26.49
O0001739,O0001739-1,SKU00045,2,35.31,70.62,,0.0,70.62
O0001740,O0001740-1,SKU00236,1,32.17,32.17,,0.0,32.17
O0001740,O0001740-2,SKU00192,1,37.74,37.74,,0.0,37.74
O0001740,O0001740-3,SKU00260,1,38.96,38.96,,0.0,38.96
O0001740,O0001740-4,SKU00089,1,49.77,49.77,,0.0,49.77
O0001741,O0001741-1,SKU00126,1,40.15,40.15,,0.0,40.15
O0001742,O0001742-1,SKU00326,3,34.94,104.82,,0.0,104.82
O0001743,O0001743-1,SKU00128,1,24.13,24.13,,0.0,24.13
O0001744,O0001744-1,SKU00132,1,44.43,44.43,,0.0,44.43
O0001745,O0001745-1,SKU00366,1,33.09,33.09,,0.0,33.09
O0001746,O0001746-1,SKU00311,1,60.22,60.22,,0.0,60.22
O0001746,O0001746-2,SKU00221,1,31.0,31.0,,0.0,31.0
O0001746,O0001746-3,SKU00260,2,38.96,77.92,,0.0,77.92
O0001747,O0001747-1,SKU00162,1,65.18,65.18,,0.0,65.18
O0001748,O0001748-1,SKU00069,1,19.77,19.77,,0.0,19.77
O0001749,O0001749-1,SKU00223,1,22.77,22.77,,0.0,22.77
O0001749,O0001749-2,SKU00224,1,53.56,53.56,,0.0,53.56
O0001749,O0001749-3,SKU00212,3,20.15,60.45,,0.0,60.45
O0001750,O0001750-1,SKU00327,1,44.41,44.41,,0.0,44.41
O0001750,O0001750-2,SKU00354,1,27.28,27.28,,0.0,27.28
O0001751,O0001751-1,SKU00364,1,45.23,45.23,,0.0,45.23
O0001751,O0001751-2,SKU00155,1,44.19,44.19,,0.0,44.19
O0001751,O0001751-3,SKU00124,2,29.76,59.52,,0.0,59.52
O0001752,O0001752-1,SKU00158,1,19.54,19.54,,0.0,19.54
O0001753,O0001753-1,SKU00313,1,49.13,49.13,,0.0,49.13
O0001754,O0001754-1,SKU00273,1,56.47,56.47,,0.0,56.47
O0001754,O0001754-2,SKU00309,1,39.31,39.31,,0.0,39.31
O0001754,O0001754-3,SKU00228,1,106.95,106.95,P0040,32.08,74.87
O0001755,O0001755-1,SKU00108,1,19.31,19.31,,0.0,19.31
O0001755,O0001755-2,SKU00005,2,8.67,17.34,,0.0,17.34
O0001755,O0001755-3,SKU00211,1,88.68,88.68,,0.0,88.68
O0001756,O0001756-1,SKU00124,1,29.76,29.76,,0.0,29.76
O0001756,O0001756-2,SKU00044,1,26.97,26.97,,0.0,26.97
O0001757,O0001757-1,SKU00292,1,51.63,51.63,,0.0,51.63
O0001757,O0001757-2,SKU00255,1,82.33,82.33,,0.0,82.33
O0001758,O0001758-1,SKU00315,1,65.19,65.19,P0040,19.56,45.63
O0001758,O0001758-2,SKU00215,1,33.08,33.08,,0.0,33.08
O0001759,O0001759-1,SKU00186,1,34.13,34.13,,0.0,34.13
O0001759,O0001759-2,SKU00098,1,54.0,54.0,,0.0,54.0
O0001759,O0001759-3,SKU00172,1,17.17,17.17,P0010,1.72,15.45
O0001760,O0001760-1,SKU00176,3,24.92,74.76,,0.0,74.76
O0001760,O0001760-2,SKU00123,1,28.95,28.95,,0.0,28.95
O0001761,O0001761-1,SKU00231,1,34.06,34.06,,0.0,34.06
O0001762,O0001762-1,SKU00234,1,20.16,20.16,,0.0,20.16
O0001762,O0001762-2,SKU00051,2,57.83,115.66,,0.0,115.66
O0001763,O0001763-1,SKU00362,1,26.77,26.77,,0.0,26.77
O0001764,O0001764-1,SKU00301,1,30.77,30.77,P0040,9.23,21.54
O0001764,O0001764-2,SKU00266,1,28.62,28.62,,0.0,28.62
O0001764,O0001764-3,SKU00368,1,19.96,19.96,,0.0,19.96
O0001765,O0001765-1,SKU00175,2,44.19,88.38,,0.0,88.38
O0001766,O0001766-1,SKU00391,2,57.23,114.46,,0.0,114.46
O0001767,O0001767-1,SKU00323,1,39.02,39.02,P0040,11.71,27.31
O0001767,O0001767-2,SKU00077,1,17.01,17.01,,0.0,17.01
O0001767,O0001767-3,SKU00033,1,24.44,24.44,P0010,2.44,22.0
O0001767,O0001767-4,SKU00209,1,102.17,102.17,,0.0,102.17
O0001768,O0001768-1,SKU00035,1,57.12,57.12,,0.0,57.12
O0001769,O0001769-1,SKU00144,2,27.92,55.84,,0.0,55.84
O0001770,O0001770-1,SKU00074,1,76.62,76.62,,0.0,76.62
O0001771,O0001771-1,SKU00379,1,36.36,36.36,,0.0,36.36
O0001772,O0001772-1,SKU00077,1,17.01,17.01,,0.0,17.01
O0001772,O0001772-2,SKU00146,1,60.33,60.33,,0.0,60.33
O0001773,O0001773-1,SKU00206,1,31.05,31.05,,0.0,31.05
O0001773,O0001773-2,SKU00377,1,39.6,39.6,P0040,11.88,27.72
O0001774,O0001774-1,SKU00325,3,27.6,82.8,P0010,8.28,74.52
O0001774,O0001774-2,SKU00215,1,33.08,33.08,,0.0,33.08
O0001775,O0001775-1,SKU00132,3,44.43,133.29,,0.0,133.29
O0001775,O0001775-2,SKU00070,1,44.51,44.51,,0.0,44.51
O0001775,O0001775-3,SKU00262,1,10.7,10.7,,0.0,10.7
O0001776,O0001776-1,SKU00311,1,60.22,60.22,,0.0,60.22
O0001776,O0001776-2,SKU00260,1,38.96,38.96,,0.0,38.96
O0001777,O0001777-1,SKU00340,1,30.34,30.34,,0.0,30.34
O0001777,O0001777-2,SKU00334,1,17.99,17.99,,0.0,17.99
O0001777,O0001777-3,SKU00275,1,50.32,50.32,,0.0,50.32
O0001778,O0001778-1,SKU00342,1,38.94,38.94,,0.0,38.94
O0001778,O0001778-2,SKU00074,2,76.62,153.24,,0.0,153.24
O0001779,O0001779-1,SKU00393,1,14.38,14.38,,0.0,14.38
O0001780,O0001780-1,SKU00341,1,47.08,47.08,,0.0,47.08
O0001780,O0001780-2,SKU00016,1,33.83,33.83,,0.0,33.83
O0001781,O0001781-1,SKU00027,1,11.75,11.75,,0.0,11.75
O0001781,O0001781-2,SKU00376,1,37.84,37.84,,0.0,37.84
O0001782,O0001782-1,SKU00152,1,57.95,57.95,,0.0,57.95
O0001783,O0001783-1,SKU00335,1,18.97,18.97,P0040,5.69,13.28
O0001784,O0001784-1,SKU00227,3,105.48,316.44,P0010,31.64,284.8
O0001784,O0001784-2,SKU00044,2,26.97,53.94,,0.0,53.94
O0001784,O0001784-3,SKU00211,1,88.68,88.68,,0.0,88.68
O0001785,O0001785-1,SKU00242,3,41.5,124.5,,0.0,124.5
O0001786,O0001786-1,SKU00339,1,36.52,36.52,P0010,3.65,32.87
O0001787,O0001787-1,SKU00386,1,42.93,42.93,,0.0,42.93
O0001787,O0001787-2,SKU00104,1,73.97,73.97,,0.0,73.97
O0001787,O0001787-3,SKU00385,3,57.12,171.36,,0.0,171.36
O0001788,O0001788-1,SKU00118,1,21.46,21.46,,0.0,21.46
O0001789,O0001789-1,SKU00158,1,19.54,19.54,,0.0,19.54
O0001790,O0001790-1,SKU00117,1,30.62,30.62,,0.0,30.62
O0001790,O0001790-2,SKU00102,1,12.21,12.21,,0.0,12.21
O0001790,O0001790-3,SKU00225,1,25.36,25.36,P0010,2.54,22.82
O0001791,O0001791-1,SKU00371,1,48.42,48.42,,0.0,48.42
O0001792,O0001792-1,SKU00286,1,54.7,54.7,,0.0,54.7
O0001792,O0001792-2,SKU00227,3,105.48,316.44,,0.0,316.44
O0001793,O0001793-1,SKU00345,1,60.26,60.26,,0.0,60.26
O0001793,O0001793-2,SKU00013,1,31.04,31.04,,0.0,31.04
O0001793,O0001793-3,SKU00202,1,80.2,80.2,,0.0,80.2
O0001793,O0001793-4,SKU00031,1,49.75,49.75,,0.0,49.75
O0001794,O0001794-1,SKU00263,1,21.58,21.58,,0.0,21.58
O0001795,O0001795-1,SKU00328,1,35.12,35.12,,0.0,35.12
O0001796,O0001796-1,SKU00156,2,25.39,50.78,,0.0,50.78
O0001797,O0001797-1,SKU00276,1,22.08,22.08,,0.0,22.08
O0001797,O0001797-2,SKU00226,2,84.67,169.34,,0.0,169.34
O0001797,O0001797-3,SKU00138,1,17.97,17.97,,0.0,17.97
O0001798,O0001798-1,SKU00125,3,30.05,90.15,,0.0,90.15
O0001799,O0001799-1,SKU00340,1,30.34,30.34,,0.0,30.34
O0001799,O0001799-2,SKU00269,1,28.75,28.75,,0.0,28.75
O0001799,O0001799-3,SKU00159,1,47.62,47.62,,0.0,47.62
O0001800,O0001800-1,SKU00352,1,37.11,37.11,,0.0,37.11
O0001800,O0001800-2,SKU00188,2,58.74,117.48,,0.0,117.48
O0001800,O0001800-3,SKU00084,1,33.92,33.92,,0.0,33.92
O0001801,O0001801-1,SKU00016,1,33.83,33.83,,0.0,33.83
O0001801,O0001801-2,SKU00327,1,44.41,44.41,,0.0,44.41
O0001802,O0001802-1,SKU00391,1,57.23,57.23,,0.0,57.23
O0001803,O0001803-1,SKU00344,1,9.99,9.99,,0.0,9.99
O0001804,O0001804-1,SKU00327,1,44.41,44.41,,0.0,44.41
O0001804,O0001804-2,SKU00110,1,38.93,38.93,,0.0,38.93
O0001804,O0001804-3,SKU00299,2,33.57,67.14,,0.0,67.14
O0001804,O0001804-4,SKU00013,2,31.04,62.08,,0.0,62.08
O0001805,O0001805-1,SKU00113,2,49.01,98.02,P0034,4.9,93.12
O0001805,O0001805-2,SKU00255,1,82.33,82.33,,0.0,82.33
O0001806,O0001806-1,SKU00361,1,44.18,44.18,,0.0,44.18
O0001807,O0001807-1,SKU00359,1,26.27,26.27,,0.0,26.27
O0001808,O0001808-1,SKU00051,1,57.83,57.83,,0.0,57.83
O0001808,O0001808-2,SKU00058,1,55.01,55.01,,0.0,55.01
O0001808,O0001808-3,SKU00160,3,42.59,127.77,,0.0,127.77
O0001809,O0001809-1,SKU00358,2,36.52,73.04,,0.0,73.04
O0001809,O0001809-2,SKU00364,1,45.23,45.23,,0.0,45.23
O0001810,O0001810-1,SKU00252,1,57.03,57.03,,0.0,57.03
O0001810,O0001810-2,SKU00339,1,36.52,36.52,,0.0,36.52
O0001811,O0001811-1,SKU00297,1,39.78,39.78,,0.0,39.78
O0001812,O0001812-1,SKU00003,2,28.95,57.9,,0.0,57.9
O0001812,O0001812-2,SKU00248,2,48.06,96.12,,0.0,96.12
O0001812,O0001812-3,SKU00258,1,50.85,50.85,,0.0,50.85
O0001813,O0001813-1,SKU00126,1,40.15,40.15,,0.0,40.15
O0001813,O0001813-2,SKU00231,1,34.06,34.06,,0.0,34.06
O0001813,O0001813-3,SKU00038,1,50.53,50.53,,0.0,50.53
O0001814,O0001814-1,SKU00057,1,34.63,34.63,,0.0,34.63
O0001814,O0001814-2,SKU00242,1,41.5,41.5,,0.0,41.5
O0001814,O0001814-3,SKU00192,1,37.74,37.74,,0.0,37.74
O0001814,O0001814-4,SKU00392,1,45.36,45.36,,0.0,45.36
O0001815,O0001815-1,SKU00063,1,26.13,26.13,,0.0,26.13
O0001816,O0001816-1,SKU00193,1,64.21,64.21,,0.0,64.21
O0001816,O0001816-2,SKU00229,1,74.74,74.74,,0.0,74.74
O0001817,O0001817-1,SKU00292,1,51.63,51.63,,0.0,51.63
O0001818,O0001818-1,SKU00240,1,78.86,78.86,,0.0,78.86
O0001818,O0001818-2,SKU00057,2,34.63,69.26,,0.0,69.26
O0001818,O0001818-3,SKU00144,1,27.92,27.92,,0.0,27.92
O0001819,O0001819-1,SKU00024,1,39.92,39.92,,0.0,39.92
O0001819,O0001819-2,SKU00027,2,11.75,23.5,,0.0,23.5
O0001819,O0001819-3,SKU00147,1,41.64,41.64,,0.0,41.64
O0001820,O0001820-1,SKU00049,1,49.27,49.27,,0.0,49.27
O0001820,O0001820-2,SKU00074,1,76.62,76.62,,0.0,76.62
O0001821,O0001821-1,SKU00267,1,82.59,82.59,,0.0,82.59
O0001821,O0001821-2,SKU00202,1,80.2,80.2,,0.0,80.2
O0001821,O0001821-3,SKU00097,1,30.01,30.01,,0.0,30.01
O0001822,O0001822-1,SKU00142,1,61.52,61.52,,0.0,61.52
O0001823,O0001823-1,SKU00345,1,60.26,60.26,,0.0,60.26
O0001823,O0001823-2,SKU00291,3,33.52,100.56,,0.0,100.56
O0001823,O0001823-3,SKU00067,1,20.67,20.67,,0.0,20.67
O0001824,O0001824-1,SKU00101,1,33.02,33.02,,0.0,33.02
O0001824,O0001824-2,SKU00221,1,31.0,31.0,P0010,3.1,27.9
O0001825,O0001825-1,SKU00041,2,31.32,62.64,,0.0,62.64
O0001826,O0001826-1,SKU00346,1,102.61,102.61,,0.0,102.61
O0001826,O0001826-2,SKU00138,2,17.97,35.94,,0.0,35.94
O0001827,O0001827-1,SKU00391,1,57.23,57.23,,0.0,57.23
O0001827,O0001827-2,SKU00012,1,9.88,9.88,,0.0,9.88
O0001828,O0001828-1,SKU00314,2,39.09,78.18,,0.0,78.18
O0001829,O0001829-1,SKU00035,1,57.12,57.12,,0.0,57.12
O0001829,O0001829-2,SKU00164,1,38.71,38.71,,0.0,38.71
O0001830,O0001830-1,SKU00121,1,58.38,58.38,,0.0,58.38
O0001830,O0001830-2,SKU00139,2,52.17,104.34,,0.0,104.34
O0001831,O0001831-1,SKU00046,2,23.8,47.6,,0.0,47.6
O0001832,O0001832-1,SKU00057,2,34.63,69.26,,0.0,69.26
O0001832,O0001832-2,SKU00376,3,37.84,113.52,,0.0,113.52
O0001832,O0001832-3,SKU00211,2,88.68,177.36,,0.0,177.36
O0001832,O0001832-4,SKU00132,2,44.43,88.86,,0.0,88.86
O0001833,O0001833-1,SKU00229,1,74.74,74.74,,0.0,74.74
O0001833,O0001833-2,SKU00320,1,20.06,20.06,,0.0,20.06
O0001834,O0001834-1,SKU00102,2,12.21,24.42,,0.0,24.42
O0001834,O0001834-2,SKU00062,2,38.63,77.26,,0.0,77.26
O0001834,O0001834-3,SKU00384,1,16.39,16.39,,0.0,16.39
O0001835,O0001835-1,SKU00322,2,22.71,45.42,,0.0,45.42
O0001835,O0001835-2,SKU00162,1,65.18,65.18,,0.0,65.18
O0001835,O0001835-3,SKU00333,1,45.51,45.51,,0.0,45.51
O0001836,O0001836-1,SKU00160,2,42.59,85.18,,0.0,85.18
O0001836,O0001836-2,SKU00297,1,39.78,39.78,,0.0,39.78
O0001836,O0001836-3,SKU00028,1,35.88,35.88,,0.0,35.88
O0001837,O0001837-1,SKU00359,2,26.27,52.54,,0.0,52.54
O0001837,O0001837-2,SKU00130,3,66.52,199.56,,0.0,199.56
O0001837,O0001837-3,SKU00001,1,32.38,32.38,,0.0,32.38
O0001837,O0001837-4,SKU00297,1,39.78,39.78,,0.0,39.78
O0001838,O0001838-1,SKU00057,1,34.63,34.63,,0.0,34.63
O0001838,O0001838-2,SKU00265,1,26.72,26.72,,0.0,26.72
O0001838,O0001838-3,SKU00123,2,28.95,57.9,,0.0,57.9
O0001838,O0001838-4,SKU00166,1,65.47,65.47,,0.0,65.47
O0001839,O0001839-1,SKU00141,1,78.13,78.13,,0.0,78.13
O0001840,O0001840-1,SKU00015,1,66.48,66.48,,0.0,66.48
O0001841,O0001841-1,SKU00297,1,39.78,39.78,P0034,1.99,37.79
O0001841,O0001841-2,SKU00063,1,26.13,26.13,,0.0,26.13
O0001842,O0001842-1,SKU00025,2,42.44,84.88,,0.0,84.88
O0001842,O0001842-2,SKU00135,1,42.96,42.96,,0.0,42.96
O0001842,O0001842-3,SKU00119,2,37.15,74.3,,0.0,74.3
O0001843,O0001843-1,SKU00349,1,18.05,18.05,,0.0,18.05
O0001843,O0001843-2,SKU00365,1,26.67,26.67,,0.0,26.67
O0001843,O0001843-3,SKU00121,1,58.38,58.38,,0.0,58.38
O0001844,O0001844-1,SKU00118,1,21.46,21.46,,0.0,21.46
O0001845,O0001845-1,SKU00073,1,61.83,61.83,,0.0,61.83
O0001845,O0001845-2,SKU00222,1,30.96,30.96,,0.0,30.96
O0001845,O0001845-3,SKU00024,1,39.92,39.92,,0.0,39.92
O0001846,O0001846-1,SKU00039,1,59.8,59.8,,0.0,59.8
O0001846,O0001846-2,SKU00180,1,37.89,37.89,,0.0,37.89
O0001846,O0001846-3,SKU00051,3,57.83,173.49,,0.0,173.49
O0001847,O0001847-1,SKU00383,2,37.66,75.32,,0.0,75.32
O0001847,O0001847-2,SKU00231,1,34.06,34.06,,0.0,34.06
O0001848,O0001848-1,SKU00279,1,31.74,31.74,,0.0,31.74
O0001848,O0001848-2,SKU00328,2,35.12,70.24,,0.0,70.24
O0001849,O0001849-1,SKU00038,1,50.53,50.53,P0040,15.16,35.37
O0001850,O0001850-1,SKU00292,1,51.63,51.63,,0.0,51.63
O0001850,O0001850-2,SKU00163,1,29.45,29.45,,0.0,29.45
O0001850,O0001850-3,SKU00276,1,22.08,22.08,,0.0,22.08
O0001851,O0001851-1,SKU00151,1,20.05,20.05,,0.0,20.05
O0001852,O0001852-1,SKU00275,1,50.32,50.32,,0.0,50.32
O0001853,O0001853-1,SKU00230,1,49.13,49.13,,0.0,49.13
O0001853,O0001853-2,SKU00045,1,35.31,35.31,,0.0,35.31
O0001853,O0001853-3,SKU00344,1,9.99,9.99,,0.0,9.99
O0001853,O0001853-4,SKU00171,3,60.15,180.45,,0.0,180.45
O0001854,O0001854-1,SKU00342,1,38.94,38.94,P0040,11.68,27.26
O0001854,O0001854-2,SKU00301,1,30.77,30.77,,0.0,30.77
O0001855,O0001855-1,SKU00035,1,57.12,57.12,P0040,17.14,39.98
O0001855,O0001855-2,SKU00146,1,60.33,60.33,,0.0,60.33
O0001856,O0001856-1,SKU00231,1,34.06,34.06,,0.0,34.06
O0001857,O0001857-1,SKU00187,1,39.15,39.15,,0.0,39.15
O0001858,O0001858-1,SKU00186,2,34.13,68.26,,0.0,68.26
O0001858,O0001858-2,SKU00285,3,40.54,121.62,,0.0,121.62
O0001858,O0001858-3,SKU00115,2,25.28,50.56,,0.0,50.56
O0001859,O0001859-1,SKU00327,2,44.41,88.82,,0.0,88.82
O0001859,O0001859-2,SKU00024,1,39.92,39.92,,0.0,39.92
O0001860,O0001860-1,SKU00369,1,42.23,42.23,,0.0,42.23
O0001860,O0001860-2,SKU00138,1,17.97,17.97,,0.0,17.97
O0001861,O0001861-1,SKU00389,1,51.94,51.94,,0.0,51.94
O0001861,O0001861-2,SKU00193,1,64.21,64.21,,0.0,64.21
O0001862,O0001862-1,SKU00075,2,53.82,107.64,,0.0,107.64
O0001863,O0001863-1,SKU00301,1,30.77,30.77,,0.0,30.77
O0001863,O0001863-2,SKU00208,1,15.73,15.73,,0.0,15.73
O0001864,O0001864-1,SKU00326,1,34.94,34.94,,0.0,34.94
O0001865,O0001865-1,SKU00171,2,60.15,120.3,,0.0,120.3
O0001865,O0001865-2,SKU00152,1,57.95,57.95,,0.0,57.95
O0001866,O0001866-1,SKU00115,1,25.28,25.28,,0.0,25.28
O0001866,O0001866-2,SKU00297,1,39.78,39.78,,0.0,39.78
O0001866,O0001866-3,SKU00387,1,38.08,38.08,,0.0,38.08
O0001867,O0001867-1,SKU00389,1,51.94,51.94,,0.0,51.94
O0001867,O0001867-2,SKU00297,3,39.78,119.34,,0.0,119.34
O0001867,O0001867-3,SKU00098,1,54.0,54.0,,0.0,54.0
O0001868,O0001868-1,SKU00354,1,27.28,27.28,,0.0,27.28
O0001868,O0001868-2,SKU00274,1,14.47,14.47,,0.0,14.47
O0001869,O0001869-1,SKU00193,1,64.21,64.21,,0.0,64.21
O0001869,O0001869-2,SKU00008,2,26.23,52.46,,0.0,52.46
O0001870,O0001870-1,SKU00308,1,57.22,57.22,,0.0,57.22
O0001870,O0001870-2,SKU00111,1,50.04,50.04,,0.0,50.04
O0001871,O0001871-1,SKU00009,1,52.68,52.68,,0.0,52.68
O0001871,O0001871-2,SKU00286,1,54.7,54.7,,0.0,54.7
O0001871,O0001871-3,SKU00174,1,57.96,57.96,,0.0,57.96
O0001872,O0001872-1,SKU00108,1,19.31,19.31,,0.0,19.31
O0001872,O0001872-2,SKU00002,1,57.3,57.3,,0.0,57.3
O0001873,O0001873-1,SKU00179,1,14.26,14.26,,0.0,14.26
O0001873,O0001873-2,SKU00060,1,76.86,76.86,,0.0,76.86
O0001874,O0001874-1,SKU00087,2,22.83,45.66,,0.0,45.66
O0001874,O0001874-2,SKU00021,2,49.41,98.82,,0.0,98.82
O0001874,O0001874-3,SKU00071,1,50.63,50.63,,0.0,50.63
O0001875,O0001875-1,SKU00021,1,49.41,49.41,,0.0,49.41
O0001876,O0001876-1,SKU00270,1,46.55,46.55,,0.0,46.55
O0001876,O0001876-2,SKU00131,1,34.39,34.39,,0.0,34.39
O0001877,O0001877-1,SKU00134,3,31.13,93.39,,0.0,93.39
O0001877,O0001877-2,SKU00260,1,38.96,38.96,,0.0,38.96
O0001878,O0001878-1,SKU00302,2,26.48,52.96,,0.0,52.96
O0001878,O0001878-2,SKU00268,3,43.83,131.49,,0.0,131.49
O0001878,O0001878-3,SKU00243,1,34.82,34.82,,0.0,34.82
O0001879,O0001879-1,SKU00037,1,30.33,30.33,,0.0,30.33
