customer_id,segment,loyalty_tier,created_ts
C000551,Enthusiast,None,2020-07-01 00:00:00
C000552,Casual,Bronze,2021-11-15 00:00:00
C000553,Enthusiast,Bronze,2023-10-31 00:00:00
C000554,Professional,None,2024-12-08 00:00:00
C000555,Value,None,2024-04-20 00:00:00
C000556,Casual,Bronze,2023-07-25 00:00:00
C000557,Value,Bronze,2021-04-05 00:00:00
C000558,Professional,Silver,2021-01-18 00:00:00
C000559,Casual,Bronze,2021-01-14 00:00:00
C000560,Casual,None,2024-03-18 00:00:00
C000561,Professional,Bronze,2023-09-29 00:00:00
C000562,Professional,Silver,2024-08-16 00:00:00
C000563,Value,Silver,2024-11-10 00:00:00
C000564,Casual,Bronze,2021-04-02 00:00:00
C000565,Casual,None,2021-02-27 00:00:00
C000566,Value,Silver,2021-02-25 00:00:00
C000567,Casual,None,2021-09-07 00:00:00
C000568,Professional,None,2022-09-01 00:00:00
C000569,Casual,None,2023-11-13 00:00:00
C000570,Enthusiast,Silver,2020-01-09 00:00:00
C000571,Casual,Bronze,2024-01-09 00:00:00
C000572,Value,None,2021-04-09 00:00:00
C000573,Value,Bronze,2021-10-08 00:00:00
C000574,Professional,None,2022-08-16 00:00:00
C000575,Value,None,2021-09-27 00:00:00
C000576,Professional,Bronze,2024-11-06 00:00:00
C000577,Professional,Bronze,2023-08-03 00:00:00
C000578,Casual,Bronze,2021-10-10 00:00:00
C000579,Professional,Bronze,2020-06-08 00:00:00
C000580,Casual,None,2020-02-22 00:00:00
C000581,Enthusiast,Gold,2023-05-12 00:00:00
C000582,Professional,Gold,2022-06-26 00:00:00
C000583,Professional,None,2021-03-11 00:00:00
C000584,Enthusiast,Gold,2024-03-22 00:00:00
C000585,Value,None,2022-05-24 00:00:00
C000586,Enthusiast,Gold,2022-08-12 00:00:00
C000587,Casual,Gold,2021-05-04 00:00:00
C000588,Casual,None,2023-03-26 00:00:00
C000589,Enthusiast,None,2022-09-11 00:00:00
C000590,Casual,Silver,2021-08-13 00:00:00
C000591,Value,Silver,2022-09-11 00:00:00
C000592,Enthusiast,Silver,2021-09-27 00:00:00
C000593,Casual,Bronze,2021-03-11 00:00:00
C000594,Casual,Silver,2021-07-06 00:00:00
C000595,Enthusiast,Bronze,2020-01-30 00:00:00
C000596,Enthusiast,Platinum,2022-11-16 00:00:00
C000597,Professional,Silver,2023-07-09 00:00:00
C000598,Value,None,2022-09-12 00:00:00
C000599,Professional,Bronze,2023-01-23 00:00:00
C000600,Value,Silver,2023-10-18 00:00:00
C000601,Casual,Bronze,2024-11-21 00:00:00
C000602,Enthusiast,None,2023-02-01 00:00:00
C000603,Professional,None,2022-01-19 00:00:00
C000604,Professional,Silver,2022-09-26 00:00:00
C000605,Casual,None,2022-10-21 00:00:00
C000606,Enthusiast,Bronze,2020-10-25 00:00:00
C000607,Value,Bronze,2021-10-23 00:00:00
C000608,Enthusiast,None,2024-12-25 00:00:00
C000609,Enthusiast,Silver,2023-07-14 00:00:00
C000610,Casual,None,2023-11-19 00:00:00
C000611,Casual,Silver,2023-06-30 00:00:00
C000612,Enthusiast,Bronze,2020-08-16 00:00:00
C000613,Casual,None,2024-06-04 00:00:00
C000614,Value,Silver,2023-01-17 00:00:00
C000615,Value,Silver,2021-09-01 00:00:00
C000616,Professional,Gold,2023-07-23 00:00:00
C000617,Professional,None,2024-07-23 00:00:00
C000618,Professional,None,2021-03-30 00:00:00
C000619,Professional,Bronze,2021-08-18 00:00:00
C000620,Value,Gold,2023-11-30 00:00:00
C000621,Value,None,2023-04-10 00:00:00
C000622,Value,Silver,2024-09-28 00:00:00
C000623,Professional,Bronze,2023-03-07 00:00:00
C000624,Value,Bronze,2021-01-20 00:00:00
C000625,Value,Bronze,2021-11-15 00:00:00
C000626,Enthusiast,Gold,2023-10-20 00:00:00
C000627,Casual,Bronze,2023-02-11 00:00:00
C000628,Casual,None,2023-04-15 00:00:00
C000629,Enthusiast,Silver,2020-11-24 00:00:00
C000630,Professional,Gold,2023-04-10 00:00:00
C000631,Enthusiast,Gold,2021-04-25 00:00:00
C000632,Casual,Silver,2022-02-22 00:00:00
C000633,Casual,Bronze,2023-09-15 00:00:00
C000634,Casual,None,2022-11-06 00:00:00
C000635,Value,Gold,2021-12-26 00:00:00
C000636,Value,Bronze,2022-03-21 00:00:00
C000637,Value,None,2022-05-08 00:00:00
C000638,Enthusiast,Gold,2021-04-04 00:00:00
C000639,Enthusiast,Silver,2022-04-18 00:00:00
C000640,Enthusiast,Gold,2024-01-15 00:00:00
C000641,Value,Gold,2020-12-11 00:00:00
C000642,Enthusiast,None,2024-12-29 00:00:00
C000643,Enthusiast,Silver,2022-10-15 00:00:00
C000644,Professional,None,2023-01-12 00:00:00
C000645,Professional,Bronze,2024-06-22 00:00:00
C000646,Enthusiast,Bronze,2021-08-15 00:00:00
C000647,Value,Bronze,2024-07-12 00:00:00
C000648,Casual,Bronze,2022-04-22 00:00:00
C000649,Enthusiast,Silver,2020-10-08 00:00:00
C000650,Casual,Platinum,2021-09-11 00:00:00
C000651,Enthusiast,None,2023-04-29 00:00:00
C000652,Professional,Silver,2021-01-31 00:00:00
C000653,Professional,Gold,2023-02-13 00:00:00
C000654,Professional,Gold,2024-01-26 00:00:00
C000655,Professional,Gold,2022-12-17 00:00:00
C000656,Casual,Platinum,2023-01-11 00:00:00
C000657,Casual,Silver,2022-03-22 00:00:00
C000658,Casual,Gold,2021-10-07 00:00:00
C000659,Value,Bronze,2021-03-16 00:00:00
C000660,Professional,None,2024-01-06 00:00:00
C000661,Value,Silver,2022-08-06 00:00:00
C000662,Professional,Silver,2024-06-08 00:00:00
C000663,Enthusiast,Bronze,2024-07-18 00:00:00
C000664,Value,Silver,2023-03-13 00:00:00
C000665,Casual,Gold,2023-10-18 00:00:00
C000666,Professional,None,2021-11-18 00:00:00
C000667,Value,None,2020-04-13 00:00:00
C000668,Casual,Bronze,2021-10-12 00:00:00
C000669,Value,None,2020-05-26 00:00:00
C000670,Professional,None,2022-05-19 00:00:00
C000671,Casual,None,2021-06-27 00:00:00
C000672,Casual,Bronze,2023-06-06 00:00:00
C000673,Value,Bronze,2020-05-12 00:00:00
C000674,Casual,None,2024-01-21 00:00:00
C000675,Casual,Platinum,2021-03-25 00:00:00
C000676,Enthusiast,Bronze,2021-03-07 00:00:00
C000677,Value,Silver,2022-08-21 00:00:00
C000678,Value,Bronze,2024-07-12 00:00:00
C000679,Enthusiast,Bronze,2023-08-13 00:00:00
C000680,Professional,None,2020-02-03 00:00:00
C000681,Casual,Bronze,2024-04-05 00:00:00
C000682,Value,Gold,2024-05-31 00:00:00
C000683,Value,Bronze,2020-03-08 00:00:00
C000684,Professional,Gold,2024-04-09 00:00:00
C000685,Casual,Silver,2021-08-28 00:00:00
C000686,Value,None,2024-12-12 00:00:00
C000687,Enthusiast,None,2023-04-21 00:00:00
C000688,Enthusiast,Gold,2020-07-13 00:00:00
C000689,Enthusiast,Silver,2022-04-15 00:00:00
C000690,Enthusiast,Silver,2023-10-05 00:00:00
C000691,Value,Bronze,2021-09-30 00:00:00
C000692,Casual,Bronze,2020-03-31 00:00:00
C000693,Value,None,2023-03-26 00:00:00
C000694,Professional,Bronze,2022-07-22 00:00:00
C000695,Professional,Bronze,2024-02-15 00:00:00
C000696,Enthusiast,None,2023-07-14 00:00:00
C000697,Value,Platinum,2023-01-06 00:00:00
C000698,Value,None,2023-05-30 00:00:00
C000699,Professional,Bronze,2022-05-27 00:00:00
C000700,Enthusiast,Gold,2020-08-30 00:00:00
C000701,Enthusiast,None,2024-03-26 00:00:00
C000702,Enthusiast,Bronze,2021-03-15 00:00:00
C000703,Enthusiast,Bronze,2023-01-12 00:00:00
C000704,Enthusiast,Silver,2024-07-24 00:00:00
C000705,Value,Silver,2020-10-07 00:00:00
C000706,Professional,Silver,2023-09-11 00:00:00
C000707,Casual,None,2022-07-07 00:00:00
C000708,Enthusiast,Bronze,2023-09-22 00:00:00
C000709,Value,Gold,2020-10-25 00:00:00
C000710,Enthusiast,Bronze,2021-08-18 00:00:00
C000711,Casual,Silver,2020-05-15 00:00:00
C000712,Casual,Bronze,2020-04-19 00:00:00
C000713,Professional,None,2020-08-21 00:00:00
C000714,Casual,Bronze,2020-07-01 00:00:00
C000715,Professional,Gold,2023-02-15 00:00:00
C000716,Enthusiast,Gold,2024-01-31 00:00:00
C000717,Enthusiast,Bronze,2023-07-05 00:00:00
C000718,Professional,None,2024-01-17 00:00:00
C000719,Enthusiast,Bronze,2024-12-26 00:00:00
C000720,Casual,None,2024-04-12 00:00:00
C000721,Casual,None,2022-09-29 00:00:00
C000722,Casual,None,2020-07-15 00:00:00
C000723,Professional,Bronze,2022-10-09 00:00:00
C000724,Enthusiast,Bronze,2024-01-17 00:00:00
C000725,Professional,Bronze,2022-07-07 00:00:00
C000726,Enthusiast,Platinum,2023-01-06 00:00:00
C000727,Enthusiast,Silver,2021-03-04 00:00:00
C000728,Casual,None,2020-01-04 00:00:00
C000729,Casual,None,2022-09-07 00:00:00
C000730,Casual,Bronze,2021-10-15 00:00:00
C000731,Value,Bronze,2021-03-05 00:00:00
C000732,Value,None,2024-01-04 00:00:00
C000733,Enthusiast,Bronze,2022-06-29 00:00:00
C000734,Enthusiast,Gold,2024-06-29 00:00:00
C000735,Professional,Silver,2024-03-07 00:00:00
C000736,Professional,None,2022-11-20 00:00:00
C000737,Enthusiast,Silver,2020-10-28 00:00:00
C000738,Value,Bronze,2020-07-10 00:00:00
C000739,Professional,Silver,2021-07-01 00:00:00
C000740,Professional,None,2020-01-01 00:00:00
C000741,Value,Silver,2024-08-13 00:00:00
C000742,Value,Gold,2021-07-02 00:00:00
C000743,Enthusiast,None,2024-02-13 00:00:00
C000744,Value,Bronze,2022-02-01 00:00:00
C000745,Enthusiast,Silver,2021-06-19 00:00:00
C000746,Enthusiast,None,2020-04-15 00:00:00
C000747,Enthusiast,Silver,2022-02-10 00:00:00
C000748,Casual,Bronze,2024-09-07 00:00:00
C000749,Professional,None,2023-09-08 00:00:00
C000750,Value,None,2021-12-13 00:00:00
C000751,Enthusiast,Silver,2020-10-26 00:00:00
C000752,Value,Bronze,2022-06-13 00:00:00
C000753,Value,Bronze,2024-12-29 00:00:00
C000754,Casual,None,2020-11-18 00:00:00
C000755,Professional,None,2022-01-31 00:00:00
C000756,Value,Bronze,2022-09-20 00:00:00
C000757,Professional,None,2023-03-17 00:00:00
C000758,Value,Silver,2023-03-17 00:00:00
C000759,Professional,Silver,2020-09-10 00:00:00
C000760,Professional,Silver,2023-09-05 00:00:00
C000761,Professional,None,2020-02-29 00:00:00
C000762,Professional,Gold,2024-03-11 00:00:00
C000763,Value,Silver,2021-08-30 00:00:00
C000764,Enthusiast,None,2023-06-25 00:00:00
C000765,Value,Gold,2024-05-11 00:00:00
C000766,Casual,Gold,2022-01-31 00:00:00
C000767,Professional,Silver,2021-10-06 00:00:00
C000768,Enthusiast,None,2020-06-10 00:00:00
C000769,Enthusiast,Silver,2022-11-16 00:00:00
C000770,Enthusiast,Bronze,2020-11-28 00:00:00
C000771,Professional,None,2024-11-29 00:00:00
C000772,Enthusiast,Silver,2024-04-15 00:00:00
C000773,Enthusiast,Platinum,2020-04-01 00:00:00
C000774,Value,None,2023-06-25 00:00:00
C000775,Professional,Bronze,2020-10-09 00:00:00
C000776,Casual,Bronze,2021-05-10 00:00:00
C000777,Professional,Silver,2020-01-21 00:00:00
C000778,Value,Silver,2020-05-06 00:00:00
C000779,Casual,None,2024-04-28 00:00:00
C000780,Value,Bronze,2024-12-28 00:00:00
C000781,Enthusiast,Silver,2024-10-25 00:00:00
C000782,Casual,Bronze,2023-07-07 00:00:00
C000783,Professional,Bronze,2023-11-05 00:00:00
C000784,Value,None,2024-12-26 00:00:00
C000785,Casual,Bronze,2023-05-07 00:00:00
C000786,Value,None,2022-11-17 00:00:00
C000787,Casual,None,2024-01-10 00:00:00
C000788,Professional,Bronze,2022-06-06 00:00:00
C000789,Casual,Silver,2020-08-13 00:00:00
C000790,Enthusiast,None,2021-12-06 00:00:00
C000791,Professional,Bronze,2023-05-01 00:00:00
C000792,Professional,None,2020-01-17 00:00:00
C000793,Enthusiast,Gold,2024-01-10 00:00:00
C000794,Casual,Gold,2021-05-15 00:00:00
C000795,Enthusiast,Gold,2022-12-17 00:00:00
C000796,Casual,None,2022-12-22 00:00:00
C000797,Enthusiast,None,2023-10-15 00:00:00
C000798,Value,None,2022-07-14 00:00:00
C000799,Enthusiast,Gold,2022-01-21 00:00:00
C000800,Casual,Silver,2022-09-04 00:00:00
C000801,Enthusiast,None,2022-03-28 00:00:00
C000802,Professional,Gold,2021-07-06 00:00:00
C000803,Casual,None,2023-08-06 00:00:00
C000804,Enthusiast,Gold,2022-12-31 00:00:00
C000805,Professional,Bronze,2024-09-17 00:00:00
C000806,Casual,Bronze,2023-01-01 00:00:00
C000807,Professional,None,2024-03-26 00:00:00
C000808,Value,Bronze,2022-07-05 00:00:00
C000809,Enthusiast,Bronze,2020-12-07 00:00:00
C000810,Professional,None,2021-01-15 00:00:00
C000811,Casual,Bronze,2023-07-24 00:00:00
C000812,Enthusiast,Bronze,2024-04-22 00:00:00
C000813,Professional,Gold,2022-08-11 00:00:00
C000814,Enthusiast,Bronze,2024-07-22 00:00:00
C000815,Professional,Silver,2024-07-17 00:00:00
C000816,Enthusiast,Bronze,2022-03-14 00:00:00
C000817,Professional,None,2022-07-15 00:00:00
C000818,Casual,None,2020-09-28 00:00:00
C000819,Enthusiast,None,2021-10-23 00:00:00
C000820,Value,None,2020-02-03 00:00:00
C000821,Professional,Bronze,2023-02-18 00:00:00
C000822,Casual,Bronze,2024-08-31 00:00:00
C000823,Professional,Bronze,2024-06-03 00:00:00
C000824,Value,None,2022-07-20 00:00:00
C000825,Casual,Bronze,2022-07-07 00:00:00
C000826,Professional,None,2023-10-23 00:00:00
C000827,Professional,Silver,2024-04-24 00:00:00
C000828,Professional,Silver,2020-11-23 00:00:00
C000829,Value,Silver,2022-05-20 00:00:00
C000830,Professional,Gold,2020-12-13 00:00:00
C000831,Casual,Silver,2022-10-27 00:00:00
C000832,Casual,Bronze,2021-05-07 00:00:00
C000833,Value,Bronze,2024-04-04 00:00:00
C000834,Value,Gold,2023-08-01 00:00:00
C000835,Enthusiast,None,2024-08-21 00:00:00
C000836,Professional,None,2021-03-30 00:00:00
C000837,Enthusiast,Silver,2020-03-23 00:00:00
C000838,Professional,None,2020-08-26 00:00:00
C000839,Value,Gold,2020-11-11 00:00:00
C000840,Professional,Gold,2024-02-11 00:00:00
C000841,Enthusiast,Gold,2021-10-31 00:00:00
C000842,Professional,Silver,2023-08-15 00:00:00
C000843,Casual,Bronze,2023-07-31 00:00:00
C000844,Casual,None,2024-11-21 00:00:00
C000845,Professional,None,2021-04-19 00:00:00
C000846,Value,None,2020-07-28 00:00:00
C000847,Professional,Gold,2023-11-21 00:00:00
C000848,Casual,Silver,2021-01-06 00:00:00
C000849,Value,None,2024-10-09 00:00:00
C000850,Casual,None,2022-05-22 00:00:00
C000851,Professional,Bronze,2022-03-13 00:00:00
C000852,Professional,Bronze,2021-10-10 00:00:00
C000853,Value,Bronze,2020-09-19 00:00:00
C000854,Casual,Gold,2023-10-04 00:00:00
C000855,Value,Silver,2023-08-01 00:00:00
C000856,Value,Bronze,2020-06-15 00:00:00
C000857,Professional,Silver,2023-03-04 00:00:00
C000858,Enthusiast,Silver,2021-10-01 00:00:00
C000859,Enthusiast,Bronze,2022-12-29 00:00:00
C000860,Casual,None,2024-08-11 00:00:00
C000861,Value,Platinum,2021-07-12 00:00:00
C000862,Casual,Silver,2022-03-21 00:00:00
C000863,Casual,None,2021-09-30 00:00:00
C000864,Casual,Gold,2020-05-28 00:00:00
C000865,Enthusiast,Bronze,2022-07-24 00:00:00
C000866,Professional,Gold,2020-06-05 00:00:00
C000867,Professional,None,2024-08-23 00:00:00
C000868,Enthusiast,Silver,2022-02-19 00:00:00
C000869,Enthusiast,Gold,2021-04-06 00:00:00
C000870,Enthusiast,Silver,2021-10-01 00:00:00
C000871,Value,None,2021-11-03 00:00:00
C000872,Value,None,2022-11-17 00:00:00
C000873,Casual,Gold,2024-06-04 00:00:00
C000874,Professional,Silver,2020-10-21 00:00:00
C000875,Enthusiast,Bronze,2022-02-05 00:00:00
C000876,Casual,Gold,2024-04-11 00:00:00
C000877,Casual,None,2024-06-13 00:00:00
C000878,Casual,Bronze,2022-05-26 00:00:00
C000879,Professional,None,2021-09-30 00:00:00
C000880,Professional,Gold,2022-12-27 00:00:00
C000881,Value,Silver,2020-06-28 00:00:00
C000882,Professional,Bronze,2022-05-31 00:00:00
C000883,Casual,Silver,2024-03-19 00:00:00
C000884,Professional,Silver,2022-02-06 00:00:00
C000885,Professional,Bronze,2024-06-08 00:00:00
C000886,Value,None,2020-11-13 00:00:00
C000887,Professional,Silver,2021-05-30 00:00:00
C000888,Casual,None,2021-06-23 00:00:00
C000889,Professional,Gold,2022-08-10 00:00:00
C000890,Value,None,2021-11-29 00:00:00
C000891,Professional,Silver,2023-02-24 00:00:00
C000892,Value,Silver,2024-11-23 00:00:00
C000893,Casual,Silver,2021-10-10 00:00:00
C000894,Value,Silver,2023-07-05 00:00:00
C000895,Value,Bronze,2021-12-20 00:00:00
C000896,Enthusiast,Silver,2022-10-05 00:00:00
C000897,Enthusiast,Silver,2023-05-10 00:00:00
C000898,Casual,Silver,2023-02-06 00:00:00
C000899,Casual,Silver,2023-12-16 00:00:00
C000900,Professional,Silver,2024-10-08 00:00:00
C000901,Professional,Bronze,2024-10-03 00:00:00
C000902,Casual,Silver,2023-02-21 00:00:00
C000903,Value,Gold,2024-05-30 00:00:00
C000904,Enthusiast,Bronze,2022-04-15 00:00:00
C000905,Casual,Silver,2024-02-27 00:00:00
C000906,Enthusiast,Silver,2022-04-30 00:00:00
C000907,Professional,Bronze,2023-10-25 00:00:00
C000908,Casual,Silver,2020-08-10 00:00:00
C000909,Value,Bronze,2024-11-01 00:00:00
C000910,Professional,Silver,2021-03-03 00:00:00
C000911,Enthusiast,Gold,2024-11-12 00:00:00
C000912,Casual,Platinum,2020-06-10 00:00:00
C000913,Professional,Bronze,2021-03-16 00:00:00
C000914,Casual,Silver,2024-01-13 00:00:00
C000915,Casual,Bronze,2021-09-28 00:00:00
C000916,Professional,Silver,2020-06-21 00:00:00
C000917,Casual,Bronze,2020-09-10 00:00:00
C000918,Professional,Bronze,2024-02-17 00:00:00
C000919,Casual,Bronze,2023-03-03 00:00:00
C000920,Value,Bronze,2024-10-11 00:00:00
C000921,Enthusiast,None,2022-04-04 00:00:00
C000922,Casual,Bronze,2024-09-26 00:00:00
C000923,Professional,Gold,2021-01-04 00:00:00
C000924,Enthusiast,Bronze,2024-11-21 00:00:00
C000925,Enthusiast,Silver,2021-11-03 00:00:00
C000926,Enthusiast,None,2021-09-07 00:00:00
C000927,Enthusiast,Gold,2022-02-06 00:00:00
C000928,Value,Gold,2024-04-01 00:00:00
C000929,Professional,None,2023-02-02 00:00:00
C000930,Value,None,2024-08-23 00:00:00
C000931,Casual,Silver,2024-10-06 00:00:00
C000932,Value,Silver,2020-09-29 00:00:00
C000933,Casual,Silver,2022-07-05 00:00:00
C000934,Professional,None,2023-10-12 00:00:00
C000935,Enthusiast,Bronze,2022-01-05 00:00:00
C000936,Enthusiast,None,2020-02-02 00:00:00
C000937,Professional,Bronze,2023-05-29 00:00:00
C000938,Casual,Silver,2020-05-20 00:00:00
C000939,Casual,None,2023-12-17 00:00:00
C000940,Value,None,2020-10-10 00:00:00
C000941,Professional,Silver,2024-02-15 00:00:00
C000942,Enthusiast,Silver,2022-10-02 00:00:00
C000943,Value,Gold,2021-09-08 00:00:00
C000944,Enthusiast,Gold,2020-08-29 00:00:00
C000945,Enthusiast,None,2022-05-29 00:00:00
C000946,Casual,Bronze,2020-11-15 00:00:00
C000947,Value,None,2021-10-27 00:00:00
C000948,Casual,Silver,2024-09-15 00:00:00
C000949,Value,None,2024-12-03 00:00:00
C000950,Professional,Gold,2022-12-24 00:00:00
C000951,Professional,None,2023-03-05 00:00:00
C000952,Enthusiast,None,2024-01-21 00:00:00
C000953,Casual,Gold,2024-03-27 00:00:00
C000954,Casual,Bronze,2024-07-20 00:00:00
C000955,Value,Silver,2022-05-16 00:00:00
C000956,Enthusiast,Silver,2021-02-03 00:00:00
C000957,Value,Bronze,2024-08-30 00:00:00
C000958,Enthusiast,Gold,2023-09-21 00:00:00
C000959,Enthusiast,Bronze,2023-09-17 00:00:00
C000960,Professional,Bronze,2022-03-12 00:00:00
C000961,Value,Gold,2022-05-01 00:00:00
C000962,Casual,Gold,2024-08-12 00:00:00
C000963,Professional,None,2020-06-03 00:00:00
C000964,Value,Gold,2021-04-30 00:00:00
C000965,Enthusiast,Silver,2023-11-21 00:00:00
C000966,Enthusiast,None,2022-02-09 00:00:00
C000967,Casual,None,2020-07-27 00:00:00
C000968,Value,Silver,2021-01-18 00:00:00
C000969,Value,Bronze,2021-04-02 00:00:00
C000970,Professional,Bronze,2022-04-12 00:00:00
C000971,Enthusiast,Bronze,2023-03-12 00:00:00
C000972,Value,Bronze,2023-11-23 00:00:00
C000973,Casual,Bronze,2024-03-06 00:00:00
C000974,Enthusiast,Silver,2021-03-07 00:00:00
C000975,Casual,None,2023-09-04 00:00:00
C000976,Value,None,2021-01-18 00:00:00
C000977,Value,None,2024-05-01 00:00:00
C000978,Value,Bronze,2020-10-29 00:00:00
C000979,Professional,Gold,2020-07-09 00:00:00
C000980,Value,Bronze,2023-06-07 00:00:00
C000981,Casual,Silver,2024-10-18 00:00:00
C000982,Value,None,2022-09-20 00:00:00
C000983,Enthusiast,Silver,2024-05-10 00:00:00
C000984,Casual,Gold,2024-09-04 00:00:00
C000985,Enthusiast,Gold,2021-03-19 00:00:00
C000986,Enthusiast,None,2020-11-16 00:00:00
C000987,Professional,None,2024-08-11 00:00:00
C000988,Value,None,2024-09-23 00:00:00
C000989,Enthusiast,None,2023-10-17 00:00:00
C000990,Professional,None,2020-08-18 00:00:00
C000991,Enthusiast,Bronze,2020-10-01 00:00:00
C000992,Casual,None,2023-06-14 00:00:00
C000993,Professional,Silver,2022-06-17 00:00:00
C000994,Enthusiast,None,2020-07-20 00:00:00
C000995,Professional,Bronze,2023-08-03 00:00:00
C000996,Professional,Gold,2021-05-07 00:00:00
C000997,Professional,None,2020-03-30 00:00:00
C000998,Value,None,2022-01-11 00:00:00
C000999,Enthusiast,None,2020-03-30 00:00:00
C001000,Casual,Bronze,2024-03-01 00:00:00
C001001,Enthusiast,Bronze,2024-01-21 00:00:00
C001002,Casual,Bronze,2020-10-16 00:00:00
C001003,Casual,Gold,2023-10-20 00:00:00
C001004,Professional,Gold,2020-01-25 00:00:00
C001005,Professional,Platinum,2024-04-20 00:00:00
C001006,Value,None,2024-12-18 00:00:00
C001007,Professional,Gold,2022-09-09 00:00:00
C001008,Value,Platinum,2024-01-17 00:00:00
C001009,Value,None,2020-07-07 00:00:00
C001010,Casual,Bronze,2022-04-06 00:00:00
C001011,Professional,Bronze,2020-12-02 00:00:00
C001012,Casual,None,2023-04-27 00:00:00
C001013,Value,None,2020-02-09 00:00:00
C001014,Enthusiast,Silver,2022-02-26 00:00:00
C001015,Value,Bronze,2022-06-21 00:00:00
C001016,Professional,None,2021-09-07 00:00:00
C001017,Professional,Bronze,2020-03-14 00:00:00
C001018,Value,Silver,2020-07-17 00:00:00
C001019,Professional,Gold,2024-08-01 00:00:00
C001020,Value,Silver,2020-06-02 00:00:00
C001021,Value,Bronze,2022-06-20 00:00:00
C001022,Value,None,2023-01-26 00:00:00
C001023,Professional,Bronze,2021-05-30 00:00:00
C001024,Value,None,2020-05-29 00:00:00
C001025,Professional,Silver,2023-04-27 00:00:00
C001026,Enthusiast,Silver,2022-01-01 00:00:00
C001027,Enthusiast,Bronze,2021-01-28 00:00:00
C001028,Casual,Platinum,2024-09-24 00:00:00
C001029,Value,Bronze,2023-10-04 00:00:00
C001030,Casual,Bronze,2023-06-12 00:00:00
C001031,Casual,Silver,2021-03-16 00:00:00
C001032,Professional,Silver,2020-11-18 00:00:00
C001033,Casual,Gold,2021-02-06 00:00:00
C001034,Professional,Bronze,2022-05-28 00:00:00
C001035,Casual,Gold,2020-07-23 00:00:00
C001036,Casual,Bronze,2020-07-10 00:00:00
C001037,Professional,Silver,2023-09-13 00:00:00
C001038,Professional,Silver,2022-11-24 00:00:00
C001039,Value,None,2023-11-04 00:00:00
C001040,Casual,Silver,2020-03-25 00:00:00
C001041,Casual,None,2023-08-12 00:00:00
C001042,Casual,Silver,2023-02-11 00:00:00
C001043,Professional,Bronze,2024-08-10 00:00:00
C001044,Value,Silver,2022-10-31 00:00:00
C001045,Casual,None,2023-09-18 00:00:00
C001046,Enthusiast,Bronze,2020-09-26 00:00:00
C001047,Value,Bronze,2022-08-27 00:00:00
C001048,Enthusiast,None,2022-12-13 00:00:00
C001049,Value,Bronze,2020-12-29 00:00:00
C001050,Professional,Silver,2020-04-29 00:00:00
C001051,Value,Bronze,2021-10-30 00:00:00
C001052,Value,None,2024-09-11 00:00:00
C001053,Casual,None,2023-11-29 00:00:00
C001054,Professional,None,2024-07-29 00:00:00
C001055,Casual,Bronze,2020-08-26 00:00:00
C001056,Enthusiast,None,2024-02-26 00:00:00
C001057,Value,Gold,2023-12-20 00:00:00
C001058,Enthusiast,Silver,2020-05-17 00:00:00
C001059,Enthusiast,None,2021-02-26 00:00:00
C001060,Value,None,2020-02-11 00:00:00
C001061,Value,Gold,2020-08-01 00:00:00
C001062,Enthusiast,None,2021-04-21 00:00:00
C001063,Casual,None,2021-03-02 00:00:00
C001064,Casual,Bronze,2024-07-02 00:00:00
C001065,Casual,Silver,2022-05-26 00:00:00
C001066,Value,None,2022-02-05 00:00:00
C001067,Casual,None,2020-11-03 00:00:00
C001068,Value,Gold,2023-03-18 00:00:00
C001069,Professional,None,2020-11-04 00:00:00
C001070,Enthusiast,Gold,2024-03-28 00:00:00
C001071,Casual,Silver,2024-01-06 00:00:00
C001072,Value,Silver,2022-09-20 00:00:00
C001073,Value,Silver,2020-06-30 00:00:00
C001074,Enthusiast,None,2020-11-04 00:00:00
C001075,Enthusiast,None,2020-07-26 00:00:00
C001076,Professional,Gold,2021-06-18 00:00:00
C001077,Value,Silver,2021-01-06 00:00:00
C001078,Value,Bronze,2021-03-14 00:00:00
C001079,Professional,None,2022-09-07 00:00:00
C001080,Enthusiast,Bronze,2022-09-10 00:00:00
C001081,Casual,Silver,2021-09-14 00:00:00
C001082,Value,None,2023-11-30 00:00:00
C001083,Professional,Bronze,2022-07-25 00:00:00
C001084,Casual,Gold,2020-02-03 00:00:00
C001085,Enthusiast,None,2023-06-23 00:00:00
C001086,Professional,Bronze,2021-07-08 00:00:00
C001087,Professional,Bronze,2021-01-02 00:00:00
C001088,Casual,Silver,2024-09-20 00:00:00
C001089,Enthusiast,Silver,2022-02-10 00:00:00
C001090,Casual,None,2021-04-23 00:00:00
C001091,Casual,None,2021-11-02 00:00:00
C001092,Value,Bronze,2023-11-21 00:00:00
C001093,Professional,Bronze,2021-06-12 00:00:00
C001094,Value,None,2021-08-29 00:00:00
C001095,Professional,Bronze,2020-09-04 00:00:00
C001096,Value,None,2020-10-11 00:00:00
C001097,Casual,Bronze,2020-03-28 00:00:00
C001098,Enthusiast,Silver,2020-01-10 00:00:00
C001099,Value,None,2023-07-15 00:00:00
C001100,Enthusiast,Silver,2024-06-16 00:00:00
C001101,Professional,Silver,2023-11-21 00:00:00
C001102,Value,Bronze,2023-08-29 00:00:00
C001103,Value,Platinum,2020-02-25 00:00:00
C001104,Professional,Bronze,2023-02-09 00:00:00
C001105,Enthusiast,Silver,2024-02-13 00:00:00
