order_id,order_ts,store_id,customer_id,channel
O0002023,2024-01-22 12:22:00,S006,C000803,store
O0002024,2024-01-22 15:21:00,S002,C001800,store
O0002025,2024-01-22 15:05:00,S017,C000384,ecom
O0002026,2024-01-22 19:23:00,S002,C000901,store
O0002027,2024-01-22 14:39:00,S018,C001963,ecom
O0002028,2024-01-22 12:57:00,S029,C000433,store
O0002029,2024-01-22 12:51:00,S027,C002495,store
O0002030,2024-01-22 12:36:00,S020,C001997,ecom
O0002031,2024-01-22 09:38:00,S006,C001464,store
O0002032,2024-01-22 11:18:00,S026,C000958,ecom
O0002033,2024-01-22 13:07:00,S015,C000452,store
O0002034,2024-01-22 12:09:00,S005,C001141,ecom
O0002035,2024-01-22 17:16:00,S022,C001560,store
O0002036,2024-01-22 10:51:00,S023,C001180,ecom
O0002037,2024-01-22 15:02:00,S021,C001587,store
O0002038,2024-01-22 10:10:00,S021,C001502,store
O0002039,2024-01-22 09:54:00,S025,C000493,store
O0002040,2024-01-22 16:41:00,S007,C002418,ecom
O0002041,2024-01-22 19:22:00,S017,C000237,ecom
O0002042,2024-01-22 10:24:00,S018,C000841,store
O0002043,2024-01-22 17:59:00,S009,C001951,store
O0002044,2024-01-22 18:47:00,S006,C000194,store
O0002045,2024-01-22 15:25:00,S002,C002060,store
O0002046,2024-01-22 13:53:00,S006,C002096,store
O0002047,2024-01-22 12:50:00,S015,C000210,store
O0002048,2024-01-22 15:40:00,S007,C000484,store
O0002049,2024-01-22 11:43:00,S012,C002119,store
O0002050,2024-01-22 13:12:00,S001,C002077,ecom
O0002051,2024-01-22 18:30:00,S027,C000173,store
O0002052,2024-01-22 16:45:00,S020,C000449,store
O0002053,2024-01-22 17:51:00,S015,C001036,store
O0002054,2024-01-22 15:17:00,S027,C002483,store
O0002055,2024-01-22 14:17:00,S001,C001475,ecom
O0002056,2024-01-22 18:41:00,S020,C001434,ecom
O0002057,2024-01-22 09:28:00,S008,C000182,store
O0002058,2024-01-22 14:33:00,S016,C000421,store
O0002059,2024-01-22 13:52:00,S029,C001857,store
O0002060,2024-01-22 17:39:00,S010,C001182,store
O0002061,2024-01-22 15:46:00,S009,C000502,ecom
O0002062,2024-01-22 16:23:00,S014,C002156,store
O0002063,2024-01-23 09:49:00,S010,C000293,store
O0002064,2024-01-23 11:22:00,S018,C002224,store
O0002065,2024-01-23 09:04:00,S023,C000330,ecom
O0002066,2024-01-23 13:42:00,S001,C002273,store
O0002067,2024-01-23 16:49:00,S022,C001449,store
O0002068,2024-01-23 18:35:00,S012,C001830,ecom
O0002069,2024-01-23 18:58:00,S017,C000502,store
O0002070,2024-01-23 10:27:00,S005,C002002,store
O0002071,2024-01-23 16:27:00,S027,C000350,store
O0002072,2024-01-23 19:17:00,S013,C001426,store
O0002073,2024-01-23 11:06:00,S028,C000980,store
O0002074,2024-01-23 12:24:00,S028,C000127,store
O0002075,2024-01-23 20:10:00,S021,C000916,store
O0002076,2024-01-23 13:18:00,S006,C002122,store
O0002077,2024-01-23 14:53:00,S028,C000783,ecom
O0002078,2024-01-23 16:00:00,S017,C001709,ecom
O0002079,2024-01-23 20:20:00,S014,C000502,store
O0002080,2024-01-23 16:40:00,S006,C001262,ecom
O0002081,2024-01-23 09:19:00,S026,C001812,store
O0002082,2024-01-23 14:48:00,S022,C002015,store
O0002083,2024-01-23 17:18:00,S003,C001790,store
O0002084,2024-01-23 16:40:00,S025,C001853,ecom
O0002085,2024-01-23 14:20:00,S027,C000004,store
O0002086,2024-01-23 16:28:00,S017,C000310,store
O0002087,2024-01-23 17:48:00,S027,C001706,ecom
O0002088,2024-01-23 09:49:00,S012,C000153,ecom
O0002089,2024-01-23 14:55:00,S015,C002485,store
O0002090,2024-01-23 11:43:00,S022,C002406,store
O0002091,2024-01-23 14:10:00,S016,C001465,store
O0002092,2024-01-23 18:18:00,S024,C002286,store
O0002093,2024-01-23 10:00:00,S004,C000939,store
O0002094,2024-01-23 18:52:00,S025,C001971,ecom
O0002095,2024-01-23 14:16:00,S028,C001619,ecom
O0002096,2024-01-23 09:46:00,S002,C000753,store
O0002097,2024-01-23 18:05:00,S024,C001848,ecom
O0002098,2024-01-23 17:03:00,S004,C000442,store
O0002099,2024-01-23 17:18:00,S029,C002454,store
O0002100,2024-01-23 14:51:00,S008,C001210,ecom
O0002101,2024-01-23 09:24:00,S014,C000547,store
O0002102,2024-01-23 11:19:00,S018,C000945,store
O0002103,2024-01-23 20:44:00,S029,C000938,store
O0002104,2024-01-23 12:05:00,S014,C002389,store
O0002105,2024-01-23 19:38:00,S009,C001682,ecom
O0002106,2024-01-23 11:38:00,S002,C002412,store
O0002107,2024-01-23 17:11:00,S030,C001076,ecom
O0002108,2024-01-23 18:55:00,S026,C000944,ecom
O0002109,2024-01-23 10:56:00,S014,C000670,store
O0002110,2024-01-23 20:47:00,S019,C000529,store
O0002111,2024-01-23 17:16:00,S017,C000653,store
O0002112,2024-01-23 10:19:00,S009,C001671,store
O0002113,2024-01-23 14:23:00,S029,C002277,store
O0002114,2024-01-23 16:52:00,S019,C000847,ecom
O0002115,2024-01-23 15:59:00,S011,C000693,store
O0002116,2024-01-23 12:09:00,S004,C002208,store
O0002117,2024-01-23 19:13:00,S008,C001779,store
O0002118,2024-01-23 12:39:00,S030,C000600,store
O0002119,2024-01-23 17:07:00,S003,C000043,store
O0002120,2024-01-23 19:24:00,S029,C000986,store
O0002121,2024-01-23 11:02:00,S004,C000070,ecom
O0002122,2024-01-23 17:04:00,S027,C000251,store
O0002123,2024-01-23 15:47:00,S019,C001401,store
O0002124,2024-01-23 10:16:00,S019,C000072,store
O0002125,2024-01-23 11:02:00,S006,C000426,store
O0002126,2024-01-23 14:50:00,S030,C001115,store
O0002127,2024-01-23 09:58:00,S009,C001274,ecom
O0002128,2024-01-23 19:14:00,S022,C000261,ecom
O0002129,2024-01-23 19:45:00,S019,C002109,ecom
O0002130,2024-01-23 19:27:00,S002,C001547,store
O0002131,2024-01-23 16:09:00,S013,C001888,store
O0002132,2024-01-23 17:02:00,S024,C001677,ecom
O0002133,2024-01-23 19:08:00,S010,C000896,store
O0002134,2024-01-23 16:55:00,S013,C001824,ecom
O0002135,2024-01-23 09:55:00,S028,C000063,store
O0002136,2024-01-23 10:45:00,S011,C001782,store
O0002137,2024-01-23 17:05:00,S023,C000670,store
O0002138,2024-01-23 16:13:00,S026,C000127,store
O0002139,2024-01-23 14:00:00,S006,C000123,store
O0002140,2024-01-23 15:18:00,S017,C000563,ecom
O0002141,2024-01-23 17:25:00,S002,C001738,store
O0002142,2024-01-23 18:41:00,S009,C000345,ecom
O0002143,2024-01-23 09:59:00,S023,C001183,ecom
O0002144,2024-01-24 19:28:00,S020,C000767,ecom
O0002145,2024-01-24 18:45:00,S017,C000594,store
O0002146,2024-01-24 15:15:00,S030,C000066,store
O0002147,2024-01-24 12:08:00,S017,C001536,ecom
O0002148,2024-01-24 12:31:00,S018,C001362,ecom
O0002149,2024-01-24 19:11:00,S030,C002405,store
O0002150,2024-01-24 17:00:00,S010,C002449,store
O0002151,2024-01-24 14:53:00,S003,C001058,ecom
O0002152,2024-01-24 13:35:00,S022,C000420,ecom
O0002153,2024-01-24 17:28:00,S005,C000839,ecom
O0002154,2024-01-24 19:49:00,S019,C000646,store
O0002155,2024-01-24 17:21:00,S027,C000132,store
O0002156,2024-01-24 18:45:00,S023,C000650,ecom
O0002157,2024-01-24 13:38:00,S019,C001504,store
O0002158,2024-01-24 13:32:00,S014,C000908,ecom
O0002159,2024-01-24 16:44:00,S015,C001093,ecom
O0002160,2024-01-24 14:06:00,S027,C001851,ecom
O0002161,2024-01-24 16:23:00,S018,C001955,store
O0002162,2024-01-24 15:21:00,S002,C001094,store
O0002163,2024-01-24 18:15:00,S009,C000427,store
O0002164,2024-01-24 10:53:00,S010,C001710,store
O0002165,2024-01-24 13:27:00,S030,C001383,ecom
O0002166,2024-01-24 17:48:00,S020,C000312,store
O0002167,2024-01-24 18:26:00,S012,C002424,ecom
O0002168,2024-01-24 12:13:00,S019,C001424,store
O0002169,2024-01-24 09:59:00,S029,C001934,store
O0002170,2024-01-24 14:40:00,S019,C000351,ecom
O0002171,2024-01-24 12:36:00,S007,C000268,store
O0002172,2024-01-24 19:25:00,S029,C000199,store
O0002173,2024-01-24 17:04:00,S013,C001414,store
O0002174,2024-01-24 09:40:00,S013,C000088,store
O0002175,2024-01-24 09:04:00,S012,C000889,store
O0002176,2024-01-24 20:34:00,S002,C001484,store
O0002177,2024-01-24 15:49:00,S028,C002389,ecom
O0002178,2024-01-24 20:03:00,S004,C000149,store
O0002179,2024-01-24 10:10:00,S023,C002100,store
O0002180,2024-01-24 17:49:00,S009,C000071,ecom
O0002181,2024-01-24 09:33:00,S022,C002024,ecom
O0002182,2024-01-24 13:04:00,S027,C000358,ecom
O0002183,2024-01-24 11:32:00,S021,C001169,store
O0002184,2024-01-24 18:12:00,S012,C001410,store
O0002185,2024-01-24 10:01:00,S013,C002209,store
O0002186,2024-01-24 19:26:00,S013,C002233,ecom
O0002187,2024-01-24 15:16:00,S023,C001269,store
O0002188,2024-01-24 20:06:00,S028,C000470,store
O0002189,2024-01-24 09:26:00,S003,C000958,store
O0002190,2024-01-24 13:54:00,S028,C000350,ecom
O0002191,2024-01-24 10:57:00,S016,C001175,store
O0002192,2024-01-24 15:49:00,S030,C002362,store
O0002193,2024-01-24 16:27:00,S023,C000355,store
O0002194,2024-01-24 19:49:00,S012,C000858,store
O0002195,2024-01-24 12:36:00,S030,C002315,store
O0002196,2024-01-24 20:44:00,S030,C000852,store
O0002197,2024-01-24 10:13:00,S012,C000640,store
O0002198,2024-01-24 12:23:00,S029,C002428,store
O0002199,2024-01-24 19:07:00,S016,C000051,store
O0002200,2024-01-24 14:19:00,S004,C001343,store
O0002201,2024-01-24 09:05:00,S002,C002121,store
O0002202,2024-01-24 14:40:00,S003,C002150,store
O0002203,2024-01-24 19:29:00,S025,C000388,ecom
O0002204,2024-01-24 11:08:00,S015,C001719,store
O0002205,2024-01-24 13:21:00,S019,C001935,store
O0002206,2024-01-24 10:38:00,S002,C001402,store
O0002207,2024-01-25 20:27:00,S021,C000567,store
O0002208,2024-01-25 11:47:00,S009,C002173,ecom
O0002209,2024-01-25 19:22:00,S019,C002369,ecom
O0002210,2024-01-25 13:50:00,S030,C001041,store
O0002211,2024-01-25 14:23:00,S011,C000472,ecom
O0002212,2024-01-25 12:48:00,S028,C002377,store
O0002213,2024-01-25 11:09:00,S007,C000859,ecom
O0002214,2024-01-25 11:29:00,S026,C002126,store
O0002215,2024-01-25 17:19:00,S006,C000033,ecom
O0002216,2024-01-25 14:06:00,S010,C000226,store
O0002217,2024-01-25 09:13:00,S001,C002228,ecom
O0002218,2024-01-25 10:21:00,S006,C002167,ecom
O0002219,2024-01-25 09:29:00,S001,C002272,ecom
O0002220,2024-01-25 10:54:00,S013,C000663,store
O0002221,2024-01-25 19:48:00,S029,C002265,store
O0002222,2024-01-25 10:56:00,S024,C000414,store
O0002223,2024-01-25 17:26:00,S013,C002401,store
O0002224,2024-01-25 16:59:00,S004,C000228,ecom
O0002225,2024-01-25 18:11:00,S013,C002475,store
O0002226,2024-01-25 18:37:00,S029,C001822,ecom
O0002227,2024-01-25 20:49:00,S003,C002228,ecom
O0002228,2024-01-25 13:45:00,S027,C001451,store
O0002229,2024-01-25 12:21:00,S019,C000341,store
O0002230,2024-01-25 16:11:00,S003,C000868,store
O0002231,2024-01-25 19:16:00,S014,C002117,store
O0002232,2024-01-25 15:45:00,S002,C000405,store
O0002233,2024-01-25 09:17:00,S029,C000906,store
O0002234,2024-01-25 19:39:00,S008,C001597,store
O0002235,2024-01-25 09:38:00,S012,C000675,ecom
O0002236,2024-01-25 20:13:00,S020,C001391,ecom
O0002237,2024-01-25 14:50:00,S002,C000889,store
O0002238,2024-01-25 19:54:00,S013,C001395,ecom
O0002239,2024-01-25 13:21:00,S017,C001079,ecom
O0002240,2024-01-25 16:50:00,S012,C000957,ecom
O0002241,2024-01-25 15:48:00,S014,C002272,store
O0002242,2024-01-25 19:39:00,S020,C001894,store
O0002243,2024-01-25 16:38:00,S021,C002439,ecom
O0002244,2024-01-25 15:44:00,S008,C001253,ecom
O0002245,2024-01-25 15:46:00,S023,C002367,store
O0002246,2024-01-25 18:29:00,S010,C001114,store
O0002247,2024-01-25 13:07:00,S018,C000415,store
O0002248,2024-01-25 11:11:00,S028,C001367,ecom
O0002249,2024-01-25 19:07:00,S029,C000099,store
O0002250,2024-01-25 15:35:00,S021,C000344,ecom
O0002251,2024-01-25 10:55:00,S027,C001096,ecom
O0002252,2024-01-25 10:51:00,S014,C002098,ecom
O0002253,2024-01-25 11:14:00,S022,C001259,store
O0002254,2024-01-25 19:49:00,S030,C000551,ecom
O0002255,2024-01-25 16:21:00,S024,C001894,store
O0002256,2024-01-25 13:45:00,S030,C001574,store
O0002257,2024-01-25 20:56:00,S028,C000468,ecom
O0002258,2024-01-25 14:41:00,S012,C000418,store
O0002259,2024-01-25 10:25:00,S006,C001064,ecom
O0002260,2024-01-25 13:00:00,S006,C000809,ecom
O0002261,2024-01-25 20:07:00,S014,C001256,store
O0002262,2024-01-25 20:10:00,S010,C000312,store
O0002263,2024-01-25 14:05:00,S015,C000001,store
O0002264,2024-01-25 18:05:00,S002,C000318,store
O0002265,2024-01-25 19:36:00,S012,C002160,store
O0002266,2024-01-25 17:22:00,S008,C000988,store
O0002267,2024-01-25 14:00:00,S016,C001006,ecom
O0002268,2024-01-25 13:43:00,S005,C000274,store
O0002269,2024-01-25 11:27:00,S008,C001105,store
O0002270,2024-01-25 09:09:00,S004,C000260,ecom
O0002271,2024-01-25 20:30:00,S025,C002419,ecom
O0002272,2024-01-25 19:55:00,S022,C000644,store
O0002273,2024-01-25 16:22:00,S027,C002362,store
O0002274,2024-01-25 16:56:00,S013,C002230,store
O0002275,2024-01-25 17:18:00,S021,C001331,store
O0002276,2024-01-25 17:56:00,S011,C001178,ecom
O0002277,2024-01-25 20:38:00,S009,C002491,store
O0002278,2024-01-25 15:08:00,S021,C001055,ecom
O0002279,2024-01-25 13:23:00,S026,C000283,store
O0002280,2024-01-25 18:03:00,S017,C000125,ecom
O0002281,2024-01-25 10:02:00,S026,C000993,store
O0002282,2024-01-25 13:33:00,S022,C000968,store
O0002283,2024-01-25 10:01:00,S006,C001498,store
O0002284,2024-01-25 14:42:00,S001,C000610,store
O0002285,2024-01-25 19:59:00,S015,C002210,store
O0002286,2024-01-25 10:08:00,S005,C002457,store
O0002287,2024-01-25 09:43:00,S007,C002492,ecom
O0002288,2024-01-25 18:30:00,S010,C000071,store
O0002289,2024-01-25 13:21:00,S024,C001988,ecom
O0002290,2024-01-25 16:55:00,S030,C002474,ecom
O0002291,2024-01-25 14:12:00,S009,C001292,store
O0002292,2024-01-25 19:30:00,S018,C000713,store
O0002293,2024-01-25 20:51:00,S013,C000829,store
O0002294,2024-01-25 14:46:00,S006,C002202,store
O0002295,2024-01-25 19:30:00,S028,C000027,store
O0002296,2024-01-25 17:43:00,S008,C002415,store
O0002297,2024-01-25 17:02:00,S002,C000241,store
O0002298,2024-01-25 10:55:00,S005,C000748,store
O0002299,2024-01-25 10:32:00,S024,C000533,store
O0002300,2024-01-25 13:36:00,S027,C000468,store
O0002301,2024-01-25 15:26:00,S021,C002210,ecom
O0002302,2024-01-25 16:31:00,S004,C000301,ecom
O0002303,2024-01-25 20:46:00,S017,C001487,store
O0002304,2024-01-25 14:24:00,S009,C000655,store
O0002305,2024-01-25 19:03:00,S013,C000897,ecom
O0002306,2024-01-25 11:35:00,S012,C000825,ecom
O0002307,2024-01-25 13:29:00,S012,C002465,store
O0002308,2024-01-25 12:57:00,S018,C001579,store
O0002309,2024-01-25 11:05:00,S011,C000465,ecom
O0002310,2024-01-26 18:52:00,S017,C001537,store
O0002311,2024-01-26 10:23:00,S012,C000730,store
O0002312,2024-01-26 11:25:00,S009,C000477,store
O0002313,2024-01-26 12:10:00,S005,C002392,ecom
O0002314,2024-01-26 16:35:00,S029,C000967,store
O0002315,2024-01-26 10:34:00,S009,C000171,ecom
O0002316,2024-01-26 18:13:00,S006,C001765,ecom
O0002317,2024-01-26 19:17:00,S015,C001090,ecom
O0002318,2024-01-26 12:26:00,S011,C000106,store
O0002319,2024-01-26 16:08:00,S027,C002332,store
O0002320,2024-01-26 13:08:00,S002,C000676,store
O0002321,2024-01-26 11:34:00,S004,C001386,store
O0002322,2024-01-26 18:05:00,S020,C001030,ecom
O0002323,2024-01-26 12:59:00,S014,C002064,store
O0002324,2024-01-26 18:17:00,S018,C000855,store
O0002325,2024-01-26 09:56:00,S022,C000226,store
O0002326,2024-01-26 17:34:00,S007,C001738,store
O0002327,2024-01-26 13:25:00,S011,C002213,store
O0002328,2024-01-26 14:20:00,S026,C001357,store
O0002329,2024-01-26 11:29:00,S027,C000984,store
O0002330,2024-01-26 09:59:00,S017,C002076,store
O0002331,2024-01-26 13:56:00,S014,C000935,ecom
O0002332,2024-01-26 15:18:00,S026,C002030,store
O0002333,2024-01-26 12:44:00,S014,C001219,store
O0002334,2024-01-26 19:53:00,S002,C000570,store
O0002335,2024-01-26 09:20:00,S007,C001772,ecom
O0002336,2024-01-26 14:57:00,S029,C000276,ecom
O0002337,2024-01-26 16:35:00,S012,C000607,store
O0002338,2024-01-26 19:09:00,S012,C000813,store
O0002339,2024-01-26 19:43:00,S001,C002263,store
O0002340,2024-01-26 15:23:00,S008,C002277,store
O0002341,2024-01-26 12:29:00,S020,C001579,store
O0002342,2024-01-26 13:13:00,S009,C000532,store
O0002343,2024-01-26 14:03:00,S019,C001502,store
O0002344,2024-01-26 16:26:00,S008,C000581,store
O0002345,2024-01-26 09:49:00,S029,C001597,ecom
O0002346,2024-01-26 15:06:00,S016,C002037,ecom
O0002347,2024-01-26 19:51:00,S030,C000508,store
O0002348,2024-01-26 10:29:00,S027,C001198,store
O0002349,2024-01-26 11:06:00,S005,C000365,ecom
O0002350,2024-01-26 19:05:00,S007,C001304,ecom
O0002351,2024-01-26 17:07:00,S017,C000602,ecom
O0002352,2024-01-26 20:45:00,S029,C002164,store
O0002353,2024-01-26 15:41:00,S009,C002206,ecom
O0002354,2024-01-26 11:59:00,S021,C001721,store
O0002355,2024-01-26 16:07:00,S029,C000388,ecom
O0002356,2024-01-26 17:07:00,S021,C001095,store
O0002357,2024-01-26 19:57:00,S004,C001631,ecom
O0002358,2024-01-26 12:29:00,S010,C000885,store
O0002359,2024-01-26 13:01:00,S014,C001254,ecom
O0002360,2024-01-26 19:19:00,S002,C001094,store
O0002361,2024-01-26 18:34:00,S001,C002469,store
O0002362,2024-01-26 12:51:00,S013,C000134,ecom
O0002363,2024-01-26 19:26:00,S020,C001943,store
O0002364,2024-01-26 15:20:00,S019,C001717,store
O0002365,2024-01-26 17:32:00,S024,C000522,store
O0002366,2024-01-26 17:31:00,S024,C002299,store
O0002367,2024-01-26 18:06:00,S023,C000012,store
O0002368,2024-01-26 18:25:00,S015,C000270,store
O0002369,2024-01-26 16:04:00,S009,C001313,store
O0002370,2024-01-26 20:55:00,S023,C000347,store
O0002371,2024-01-26 11:49:00,S007,C000299,ecom
O0002372,2024-01-26 17:56:00,S011,C000461,ecom
O0002373,2024-01-26 09:30:00,S013,C001636,store
O0002374,2024-01-26 13:06:00,S007,C001467,ecom
O0002375,2024-01-26 10:28:00,S019,C001194,store
O0002376,2024-01-26 13:58:00,S016,C000348,store
O0002377,2024-01-26 12:37:00,S011,C000661,store
O0002378,2024-01-26 12:16:00,S002,C001878,store
O0002379,2024-01-26 15:09:00,S025,C000874,store
O0002380,2024-01-26 11:58:00,S029,C000283,store
O0002381,2024-01-26 15:15:00,S007,C000650,store
O0002382,2024-01-26 16:18:00,S012,C002370,ecom
O0002383,2024-01-26 14:07:00,S009,C000803,ecom
O0002384,2024-01-26 12:29:00,S021,C002016,store
O0002385,2024-01-26 19:48:00,S021,C001630,store
O0002386,2024-01-26 09:28:00,S011,C000775,store
O0002387,2024-01-26 18:51:00,S004,C000409,store
O0002388,2024-01-26 13:46:00,S003,C001897,store
O0002389,2024-01-26 12:19:00,S028,C000925,store
O0002390,2024-01-26 13:39:00,S029,C000565,store
O0002391,2024-01-26 09:22:00,S026,C000293,store
O0002392,2024-01-26 15:49:00,S006,C002090,ecom
O0002393,2024-01-26 14:55:00,S001,C001587,store
O0002394,2024-01-26 14:38:00,S015,C001245,ecom
O0002395,2024-01-26 16:07:00,S010,C001602,store
O0002396,2024-01-26 09:00:00,S014,C001243,store
O0002397,2024-01-26 12:24:00,S007,C002216,store
O0002398,2024-01-26 12:13:00,S015,C002126,ecom
O0002399,2024-01-26 09:46:00,S027,C001665,store
O0002400,2024-01-26 16:50:00,S006,C000033,store
O0002401,2024-01-26 13:57:00,S014,C002292,store
O0002402,2024-01-26 15:18:00,S018,C001888,ecom
O0002403,2024-01-26 09:16:00,S018,C000282,store
O0002404,2024-01-26 12:48:00,S009,C002402,store
O0002405,2024-01-26 13:28:00,S004,C000987,ecom
O0002406,2024-01-26 11:54:00,S013,C000994,store
O0002407,2024-01-26 17:55:00,S014,C002056,ecom
O0002408,2024-01-26 10:32:00,S018,C000166,store
O0002409,2024-01-26 19:21:00,S020,C000100,ecom
O0002410,2024-01-26 19:48:00,S011,C002196,store
O0002411,2024-01-27 10:19:00,S027,C001778,ecom
O0002412,2024-01-27 20:52:00,S024,C001239,ecom
O0002413,2024-01-27 19:44:00,S026,C001528,ecom
O0002414,2024-01-27 18:23:00,S023,C001280,store
O0002415,2024-01-27 17:30:00,S009,C000176,store
O0002416,2024-01-27 11:08:00,S003,C001967,store
O0002417,2024-01-27 12:37:00,S026,C002022,store
O0002418,2024-01-27 09:19:00,S016,C000314,store
O0002419,2024-01-27 15:13:00,S004,C002019,store
O0002420,2024-01-27 18:23:00,S018,C000799,store
O0002421,2024-01-27 12:36:00,S029,C000313,ecom
O0002422,2024-01-27 11:10:00,S030,C001080,ecom
O0002423,2024-01-27 14:29:00,S004,C000724,store
O0002424,2024-01-27 19:03:00,S029,C002210,store
O0002425,2024-01-27 18:20:00,S026,C000984,store
O0002426,2024-01-27 11:54:00,S011,C000992,store
O0002427,2024-01-27 09:36:00,S002,C001154,store
O0002428,2024-01-27 13:20:00,S029,C001860,ecom
O0002429,2024-01-27 14:35:00,S002,C002137,store
O0002430,2024-01-27 09:54:00,S014,C002319,store
O0002431,2024-01-27 16:29:00,S020,C001997,store
O0002432,2024-01-27 14:01:00,S018,C000069,ecom
O0002433,2024-01-27 13:17:00,S019,C002404,store
O0002434,2024-01-27 19:18:00,S003,C000089,store
O0002435,2024-01-27 11:48:00,S011,C002421,store
O0002436,2024-01-27 13:57:00,S018,C001569,store
O0002437,2024-01-27 09:42:00,S027,C000892,store
O0002438,2024-01-27 17:16:00,S010,C001208,store
O0002439,2024-01-27 16:15:00,S025,C000929,store
O0002440,2024-01-27 14:31:00,S012,C001382,store
O0002441,2024-01-27 13:52:00,S014,C000047,ecom
O0002442,2024-01-27 14:27:00,S029,C002247,store
O0002443,2024-01-27 09:38:00,S025,C001755,store
O0002444,2024-01-27 17:02:00,S003,C000248,store
O0002445,2024-01-27 14:58:00,S012,C000693,ecom
O0002446,2024-01-27 15:46:00,S025,C000731,store
O0002447,2024-01-27 19:39:00,S001,C001659,ecom
O0002448,2024-01-27 13:02:00,S028,C001670,ecom
O0002449,2024-01-27 18:57:00,S023,C001859,store
O0002450,2024-01-27 12:54:00,S019,C000434,store
O0002451,2024-01-27 11:23:00,S020,C001012,ecom
O0002452,2024-01-27 19:13:00,S030,C000783,store
O0002453,2024-01-27 11:03:00,S003,C001683,store
O0002454,2024-01-27 12:03:00,S005,C000470,ecom
O0002455,2024-01-27 10:42:00,S001,C001174,store
O0002456,2024-01-27 13:24:00,S013,C000880,ecom
O0002457,2024-01-27 12:33:00,S012,C002443,ecom
O0002458,2024-01-27 13:31:00,S024,C000882,ecom
O0002459,2024-01-27 10:26:00,S005,C001838,ecom
O0002460,2024-01-27 20:21:00,S006,C000436,store
O0002461,2024-01-27 11:40:00,S015,C001251,ecom
O0002462,2024-01-27 10:02:00,S016,C000566,store
O0002463,2024-01-27 13:52:00,S002,C001287,store
O0002464,2024-01-27 11:18:00,S003,C000736,ecom
O0002465,2024-01-27 12:17:00,S019,C000796,store
O0002466,2024-01-27 16:18:00,S022,C001812,ecom
O0002467,2024-01-27 11:44:00,S013,C000566,ecom
O0002468,2024-01-27 09:02:00,S006,C002228,store
O0002469,2024-01-27 12:57:00,S004,C000037,store
O0002470,2024-01-27 12:03:00,S029,C000738,ecom
O0002471,2024-01-27 16:59:00,S007,C000472,store
O0002472,2024-01-27 09:09:00,S012,C001029,store
O0002473,2024-01-27 15:44:00,S017,C000055,store
O0002474,2024-01-27 16:49:00,S008,C001716,ecom
O0002475,2024-01-27 09:08:00,S022,C002138,store
O0002476,2024-01-27 12:56:00,S004,C000422,store
O0002477,2024-01-27 18:15:00,S020,C000266,ecom
O0002478,2024-01-27 11:52:00,S026,C000581,store
O0002479,2024-01-27 15:12:00,S002,C002373,store
O0002480,2024-01-27 16:02:00,S027,C000365,store
O0002481,2024-01-27 13:06:00,S006,C001811,store
O0002482,2024-01-27 12:02:00,S014,C000010,store
O0002483,2024-01-27 12:19:00,S020,C002315,store
O0002484,2024-01-27 10:33:00,S010,C000893,ecom
O0002485,2024-01-27 09:17:00,S020,C000652,store
O0002486,2024-01-27 10:41:00,S002,C001027,store
O0002487,2024-01-27 15:09:00,S005,C000378,store
O0002488,2024-01-27 15:48:00,S010,C001023,store
O0002489,2024-01-27 16:12:00,S014,C001377,store
O0002490,2024-01-27 17:50:00,S028,C001978,store
O0002491,2024-01-27 17:55:00,S016,C000703,store
O0002492,2024-01-27 20:06:00,S018,C000634,store
O0002493,2024-01-27 16:01:00,S017,C000233,store
O0002494,2024-01-27 20:20:00,S012,C002082,ecom
O0002495,2024-01-27 13:02:00,S004,C001567,store
O0002496,2024-01-27 16:35:00,S010,C001767,ecom
O0002497,2024-01-27 18:26:00,S023,C001944,store
O0002498,2024-01-27 16:24:00,S030,C001327,store
O0002499,2024-01-27 09:39:00,S025,C000312,store
O0002500,2024-01-27 20:43:00,S001,C000732,store
O0002501,2024-01-27 09:34:00,S008,C000120,store
O0002502,2024-01-27 10:15:00,S005,C001722,store
O0002503,2024-01-27 14:36:00,S009,C000106,ecom
O0002504,2024-01-27 20:33:00,S030,C000663,store
O0002505,2024-01-27 10:39:00,S020,C000486,ecom
O0002506,2024-01-27 09:22:00,S026,C001119,store
O0002507,2024-01-27 12:26:00,S015,C001933,store
O0002508,2024-01-27 13:43:00,S025,C000584,ecom
O0002509,2024-01-27 18:44:00,S005,C000571,store
O0002510,2024-01-27 11:05:00,S003,C001612,ecom
O0002511,2024-01-27 15:05:00,S006,C000365,ecom
O0002512,2024-01-27 09:30:00,S025,C000816,store
O0002513,2024-01-27 13:23:00,S024,C000783,store
O0002514,2024-01-27 20:02:00,S012,C000409,store
O0002515,2024-01-27 19:48:00,S010,C000960,store
O0002516,2024-01-27 16:48:00,S007,C000525,ecom
O0002517,2024-01-27 18:32:00,S028,C000092,store
O0002518,2024-01-27 16:38:00,S030,C001785,ecom
O0002519,2024-01-27 10:50:00,S016,C000524,ecom
O0002520,2024-01-27 20:35:00,S029,C001709,store
O0002521,2024-01-27 14:55:00,S007,C000405,store
O0002522,2024-01-27 18:53:00,S009,C000823,store
O0002523,2024-01-27 15:53:00,S027,C001841,store
O0002524,2024-01-27 15:28:00,S029,C002206,store
O0002525,2024-01-27 14:25:00,S011,C000585,store
O0002526,2024-01-27 10:43:00,S026,C001427,store
O0002527,2024-01-28 12:28:00,S028,C001410,store
