snapshot_date,store_id,sku,on_hand,on_order,cost
2024-02-01,S006,SKU00138,28,6,9.29
2024-02-01,S006,SKU00297,47,9,20.51
2024-02-01,S006,SKU00150,28,5,17.58
2024-02-01,S006,SKU00194,31,32,15.09
2024-02-01,S006,SKU00162,25,13,23.58
2024-02-01,S006,SKU00062,14,6,21.8
2024-02-01,S006,SKU00155,31,29,22.47
2024-02-01,S006,SKU00014,51,22,17.1
2024-02-01,S006,SKU00366,35,15,12.66
2024-02-01,S007,SKU00146,28,6,30.59
2024-02-01,S007,SKU00281,42,31,24.82
2024-02-01,S007,SKU00238,44,21,47.65
2024-02-01,S007,SKU00275,38,16,24.1
2024-02-01,S007,SKU00374,15,14,17.57
2024-02-01,S007,SKU00178,56,18,23.85
2024-02-01,S007,SKU00132,22,19,18.85
2024-02-01,S007,SKU00133,46,18,10.11
2024-02-01,S007,SKU00247,20,11,19.17
2024-02-01,S007,SKU00232,48,9,17.89
2024-02-01,S007,SKU00226,37,14,37.85
2024-02-01,S007,SKU00160,0,5,18.48
2024-02-01,S007,SKU00141,44,9,34.29
2024-02-01,S007,SKU00274,48,2,8.22
2024-02-01,S007,SKU00289,71,19,20.83
2024-02-01,S007,SKU00244,47,9,14.65
2024-02-01,S007,SKU00057,35,5,19.41
2024-02-01,S007,SKU00255,48,23,33.68
2024-02-01,S007,SKU00252,32,30,35.29
2024-02-01,S007,SKU00008,32,15,14.83
2024-02-01,S007,SKU00265,55,19,15.45
2024-02-01,S007,SKU00191,34,13,24.12
2024-02-01,S007,SKU00016,54,18,20.2
2024-02-01,S007,SKU00058,39,17,33.62
2024-02-01,S007,SKU00366,42,9,12.66
2024-02-01,S007,SKU00098,49,22,23.96
2024-02-01,S007,SKU00397,19,28,24.95
2024-02-01,S007,SKU00180,31,8,18.4
2024-02-01,S007,SKU00014,64,10,17.1
2024-02-01,S007,SKU00064,33,3,14.1
2024-02-01,S007,SKU00068,23,19,9.04
2024-02-01,S007,SKU00117,34,8,14.81
2024-02-01,S007,SKU00251,15,8,16.74
2024-02-01,S007,SKU00148,25,24,18.3
2024-02-01,S007,SKU00380,31,16,21.56
2024-02-01,S007,SKU00142,36,28,22.57
2024-02-01,S007,SKU00383,32,3,21.74
2024-02-01,S007,SKU00051,28,17,21.15
2024-02-01,S007,SKU00040,17,15,18.22
2024-02-01,S007,SKU00111,73,27,22.67
2024-02-01,S007,SKU00310,31,18,23.34
2024-02-01,S007,SKU00324,18,17,27.35
2024-02-01,S007,SKU00375,36,12,23.14
2024-02-01,S007,SKU00202,36,24,41.7
2024-02-01,S007,SKU00384,58,13,6.97
2024-02-01,S007,SKU00381,59,20,29.5
2024-02-01,S007,SKU00306,39,22,13.85
2024-02-01,S007,SKU00173,41,10,24.41
2024-02-01,S007,SKU00333,34,17,19.02
2024-02-01,S007,SKU00387,66,15,19.03
2024-02-01,S007,SKU00190,31,14,23.47
2024-02-01,S007,SKU00259,31,5,16.74
2024-02-01,S007,SKU00391,51,22,20.67
2024-02-01,S007,SKU00169,30,12,15.35
2024-02-01,S007,SKU00303,48,11,27.57
2024-02-01,S007,SKU00112,49,7,17.88
2024-02-01,S007,SKU00095,49,9,27.04
2024-02-01,S007,SKU00083,50,16,22.59
2024-02-01,S007,SKU00267,40,14,32.29
2024-02-01,S007,SKU00283,35,20,35.29
2024-02-01,S008,SKU00241,60,22,22.03
2024-02-01,S008,SKU00393,43,18,7.6
2024-02-01,S008,SKU00254,27,11,12.16
2024-02-01,S008,SKU00095,34,22,27.04
2024-02-01,S008,SKU00309,65,27,27.53
2024-02-01,S008,SKU00191,55,14,24.12
2024-02-01,S008,SKU00372,35,21,8.73
2024-02-01,S008,SKU00377,47,18,24.12
2024-02-01,S008,SKU00161,44,18,6.86
2024-02-01,S008,SKU00389,57,17,26.23
2024-02-01,S008,SKU00177,59,3,24.36
2024-02-01,S008,SKU00303,30,18,27.57
2024-02-01,S008,SKU00290,42,13,20.85
2024-02-01,S008,SKU00149,41,11,16.9
2024-02-01,S008,SKU00123,63,23,17.11
2024-02-01,S008,SKU00137,48,12,32.34
2024-02-01,S008,SKU00112,47,15,17.88
2024-02-01,S008,SKU00025,29,23,18.13
2024-02-01,S008,SKU00344,28,15,6.67
2024-02-01,S008,SKU00131,51,16,22.93
2024-02-01,S008,SKU00306,29,22,13.85
2024-02-01,S008,SKU00076,34,16,16.2
2024-02-01,S008,SKU00293,36,11,28.83
2024-02-01,S008,SKU00246,17,11,19.79
2024-02-01,S008,SKU00225,62,10,14.42
2024-02-01,S008,SKU00185,66,24,22.74
2024-02-01,S008,SKU00003,36,8,19.34
2024-02-01,S008,SKU00085,47,23,21.5
2024-02-01,S008,SKU00005,45,10,5.18
2024-02-01,S008,SKU00397,41,12,24.95
2024-02-01,S008,SKU00087,46,19,9.32
2024-02-01,S008,SKU00247,40,7,19.17
2024-02-01,S008,SKU00369,36,11,27.28
2024-02-01,S008,SKU00013,25,13,15.96
2024-02-01,S008,SKU00378,60,20,16.37
2024-02-01,S008,SKU00386,35,28,24.27
2024-02-01,S008,SKU00086,62,25,27.42
2024-02-01,S008,SKU00297,37,15,20.51
2024-02-01,S008,SKU00288,33,0,22.22
2024-02-01,S008,SKU00323,3,26,17.89
2024-02-01,S008,SKU00026,14,23,28.01
2024-02-01,S008,SKU00092,31,9,6.71
2024-02-01,S008,SKU00227,50,15,38.72
2024-02-01,S008,SKU00381,52,5,29.5
2024-02-01,S008,SKU00192,47,21,15.31
2024-02-01,S008,SKU00111,41,12,22.67
2024-02-01,S008,SKU00385,46,9,24.15
2024-02-01,S008,SKU00336,56,20,21.13
2024-02-01,S008,SKU00181,41,11,21.21
2024-02-01,S008,SKU00039,48,21,31.34
2024-02-01,S008,SKU00272,52,10,18.35
2024-02-01,S008,SKU00120,34,5,10.19
2024-02-01,S008,SKU00106,51,19,11.12
2024-02-01,S008,SKU00041,68,9,19.41
2024-02-01,S008,SKU00320,46,3,13.56
2024-02-01,S008,SKU00229,50,18,28.44
2024-02-01,S008,SKU00279,43,17,18.46
2024-02-01,S008,SKU00314,50,10,15.81
2024-02-01,S008,SKU00392,34,12,28.95
2024-02-01,S008,SKU00280,19,14,11.07
2024-02-01,S009,SKU00176,42,11,14.59
2024-02-01,S009,SKU00244,67,35,14.65
2024-02-01,S009,SKU00395,22,14,14.64
2024-02-01,S009,SKU00031,46,6,18.97
2024-02-01,S009,SKU00241,13,17,22.03
2024-02-01,S009,SKU00283,54,20,35.29
2024-02-01,S009,SKU00075,22,11,19.82
2024-02-01,S009,SKU00127,36,11,18.2
2024-02-01,S009,SKU00067,6,27,12.5
2024-02-01,S009,SKU00214,49,10,47.96
2024-02-01,S009,SKU00372,20,15,8.73
2024-02-01,S009,SKU00369,22,18,27.28
2024-02-01,S009,SKU00336,20,23,21.13
2024-02-01,S009,SKU00177,61,11,24.36
2024-02-01,S009,SKU00164,47,10,20.75
2024-02-01,S009,SKU00084,18,32,22.85
2024-02-01,S009,SKU00109,50,14,32.26
2024-02-01,S009,SKU00097,49,13,11.93
2024-02-01,S009,SKU00032,41,17,26.13
2024-02-01,S009,SKU00371,40,15,23.22
2024-02-01,S009,SKU00120,29,18,10.19
2024-02-01,S009,SKU00333,66,21,19.02
2024-02-01,S009,SKU00046,26,19,11.26
2024-02-01,S009,SKU00070,39,21,19.96
2024-02-01,S009,SKU00230,5,14,28.51
2024-02-01,S009,SKU00083,37,15,22.59
2024-02-01,S009,SKU00016,38,20,20.2
2024-02-01,S009,SKU00303,50,10,27.57
2024-02-01,S009,SKU00225,38,48,14.42
2024-02-01,S009,SKU00339,52,9,14.34
2024-02-01,S009,SKU00043,38,16,24.13
2024-02-01,S009,SKU00289,53,8,20.83
2024-02-01,S009,SKU00179,15,9,8.72
2024-02-01,S009,SKU00332,47,4,53.2
2024-02-01,S009,SKU00291,50,20,20.61
2024-02-01,S009,SKU00252,27,15,35.29
2024-02-01,S009,SKU00175,44,20,22.23
2024-02-01,S009,SKU00343,26,19,25.69
2024-02-01,S009,SKU00085,26,18,21.5
2024-02-01,S009,SKU00077,55,0,7.81
2024-02-01,S009,SKU00297,36,7,20.51
2024-02-01,S009,SKU00172,21,19,9.82
2024-02-01,S009,SKU00272,48,20,18.35
2024-02-01,S009,SKU00005,45,11,5.18
2024-02-01,S009,SKU00006,29,21,22.21
2024-02-01,S009,SKU00305,43,25,19.27
2024-02-01,S009,SKU00149,61,13,16.9
2024-02-01,S009,SKU00091,50,31,16.61
2024-02-01,S009,SKU00228,69,21,42.12
2024-02-01,S009,SKU00190,16,28,23.47
2024-02-01,S009,SKU00205,49,11,13.85
2024-02-01,S009,SKU00355,80,13,17.98
2024-02-01,S009,SKU00350,47,9,24.41
2024-02-01,S009,SKU00192,46,11,15.31
2024-02-01,S009,SKU00298,31,21,11.72
2024-02-01,S009,SKU00367,38,18,23.63
2024-02-01,S009,SKU00245,26,16,19.78
2024-02-01,S009,SKU00121,42,10,21.13
2024-02-01,S009,SKU00111,49,18,22.67
2024-02-01,S009,SKU00264,43,19,13.51
2024-02-01,S010,SKU00390,46,32,20.94
2024-02-01,S010,SKU00237,25,23,22.91
2024-02-01,S010,SKU00156,33,5,13.5
2024-02-01,S010,SKU00029,52,13,18.21
2024-02-01,S010,SKU00293,35,14,28.83
2024-02-01,S010,SKU00361,55,5,22.51
2024-02-01,S010,SKU00063,31,18,13.32
2024-02-01,S010,SKU00314,50,8,15.81
2024-02-01,S010,SKU00124,30,5,18.08
2024-02-01,S010,SKU00117,31,10,14.81
2024-02-01,S010,SKU00234,16,7,14.14
2024-02-01,S010,SKU00258,40,21,29.8
2024-02-01,S010,SKU00352,48,1,23.46
2024-02-01,S010,SKU00296,63,7,18.93
2024-02-01,S010,SKU00379,36,12,19.61
2024-02-01,S010,SKU00334,47,12,7.9
2024-02-01,S010,SKU00120,42,24,10.19
2024-02-01,S010,SKU00300,62,20,19.9
2024-02-01,S010,SKU00222,38,10,21.69
2024-02-01,S010,SKU00003,35,8,19.34
2024-02-01,S010,SKU00290,27,23,20.85
2024-02-01,S010,SKU00254,14,8,12.16
2024-02-01,S010,SKU00137,31,8,32.34
2024-02-01,S010,SKU00004,37,4,9.51
2024-02-01,S010,SKU00331,41,0,9.22
2024-02-01,S010,SKU00121,43,9,21.13
2024-02-01,S010,SKU00329,52,16,21.42
2024-02-01,S010,SKU00019,39,9,14.15
2024-02-01,S010,SKU00067,43,19,12.5
2024-02-01,S010,SKU00081,27,15,16.01
2024-02-01,S010,SKU00391,42,4,20.67
2024-02-01,S010,SKU00032,30,7,26.13
2024-02-01,S010,SKU00128,28,10,12.06
2024-02-01,S010,SKU00203,32,17,27.92
2024-02-01,S010,SKU00216,35,6,35.17
2024-02-01,S010,SKU00038,5,18,22.05
2024-02-01,S010,SKU00009,43,12,21.87
2024-02-01,S010,SKU00335,75,17,10.25
2024-02-01,S010,SKU00085,28,12,21.5
2024-02-01,S010,SKU00212,35,10,8.51
2024-02-01,S010,SKU00384,34,14,6.97
2024-02-01,S010,SKU00286,22,9,25.41
2024-02-01,S010,SKU00055,16,9,24.5
2024-02-01,S010,SKU00213,9,2,21.39
2024-02-01,S010,SKU00396,46,10,6.08
2024-02-01,S010,SKU00077,36,24,7.81
2024-02-01,S010,SKU00041,19,18,19.41
2024-02-01,S010,SKU00267,40,0,32.29
2024-02-01,S010,SKU00228,28,0,42.12
2024-02-01,S010,SKU00204,13,28,22.75
2024-02-01,S010,SKU00231,50,10,23.4
2024-02-01,S010,SKU00220,52,5,23.06
2024-02-01,S010,SKU00140,24,15,22.39
2024-02-01,S010,SKU00103,8,14,12.99
2024-02-01,S010,SKU00064,41,0,14.1
2024-02-01,S010,SKU00272,49,21,18.35
2024-02-01,S010,SKU00194,53,13,15.09
2024-02-01,S010,SKU00126,58,15,25.54
2024-02-01,S010,SKU00210,54,15,17.08
2024-02-01,S010,SKU00118,47,13,9.41
2024-02-01,S011,SKU00003,15,13,19.34
2024-02-01,S011,SKU00217,65,15,19.37
2024-02-01,S011,SKU00315,55,27,25.73
2024-02-01,S011,SKU00360,30,13,35.66
2024-02-01,S011,SKU00241,40,15,22.03
2024-02-01,S011,SKU00078,42,0,9.74
2024-02-01,S011,SKU00281,26,15,24.82
2024-02-01,S011,SKU00208,28,20,7.02
2024-02-01,S011,SKU00122,38,18,15.22
2024-02-01,S011,SKU00010,55,19,22.61
2024-02-01,S011,SKU00332,22,20,53.2
2024-02-01,S011,SKU00237,32,22,22.91
2024-02-01,S011,SKU00159,39,11,20.64
2024-02-01,S011,SKU00075,3,8,19.82
2024-02-01,S011,SKU00383,26,20,21.74
2024-02-01,S011,SKU00088,19,13,27.73
2024-02-01,S011,SKU00202,66,13,41.7
2024-02-01,S011,SKU00049,40,13,21.35
2024-02-01,S011,SKU00397,27,19,24.95
2024-02-01,S011,SKU00024,63,18,19.95
2024-02-01,S011,SKU00014,38,17,17.1
2024-02-01,S011,SKU00351,57,23,20.29
2024-02-01,S011,SKU00169,41,14,15.35
2024-02-01,S011,SKU00336,43,20,21.13
2024-02-01,S011,SKU00098,26,22,23.96
2024-02-01,S011,SKU00250,52,5,22.08
2024-02-01,S011,SKU00328,37,21,20.31
2024-02-01,S011,SKU00374,30,8,17.57
2024-02-01,S011,SKU00295,55,11,21.15
2024-02-01,S011,SKU00366,50,17,12.66
2024-02-01,S011,SKU00222,53,18,21.69
2024-02-01,S011,SKU00313,40,14,21.61
2024-02-01,S011,SKU00219,62,17,24.96
2024-02-01,S011,SKU00385,40,2,24.15
2024-02-01,S011,SKU00269,63,13,13.31
2024-02-01,S011,SKU00023,61,16,23.51
2024-02-01,S011,SKU00165,36,19,12.62
2024-02-01,S011,SKU00051,16,27,21.15
2024-02-01,S011,SKU00362,41,11,17.84
2024-02-01,S011,SKU00136,15,9,21.43
2024-02-01,S011,SKU00127,36,10,18.2
2024-02-01,S011,SKU00124,54,10,18.08
2024-02-01,S011,SKU00066,44,9,21.71
2024-02-01,S011,SKU00305,67,13,19.27
2024-02-01,S011,SKU00055,38,31,24.5
2024-02-01,S011,SKU00019,30,10,14.15
2024-02-01,S011,SKU00259,20,13,16.74
2024-02-01,S011,SKU00118,10,11,9.41
2024-02-01,S011,SKU00216,17,8,35.17
2024-02-01,S011,SKU00119,26,6,21.19
2024-02-01,S011,SKU00342,56,19,17.51
2024-02-01,S011,SKU00280,43,17,11.07
2024-02-01,S011,SKU00042,68,16,27.28
2024-02-01,S011,SKU00210,16,6,17.08
2024-02-01,S011,SKU00196,30,11,14.66
2024-02-01,S011,SKU00338,63,15,23.32
2024-02-01,S011,SKU00318,16,12,20.51
2024-02-01,S011,SKU00100,17,27,7.48
2024-02-01,S011,SKU00194,43,12,15.09
2024-02-01,S011,SKU00204,47,14,22.75
2024-02-01,S012,SKU00126,44,25,25.54
2024-02-01,S012,SKU00147,41,18,26.65
2024-02-01,S012,SKU00117,55,0,14.81
2024-02-01,S012,SKU00131,45,20,22.93
2024-02-01,S012,SKU00202,38,16,41.7
2024-02-01,S012,SKU00395,36,20,14.64
2024-02-01,S012,SKU00022,49,17,10.6
2024-02-01,S012,SKU00168,48,4,18.6
2024-02-01,S012,SKU00222,38,15,21.69
2024-02-01,S012,SKU00268,54,9,22.72
2024-02-01,S012,SKU00002,58,8,22.95
2024-02-01,S012,SKU00072,52,8,22.01
2024-02-01,S012,SKU00184,43,23,15.79
2024-02-01,S012,SKU00260,51,7,16.1
2024-02-01,S012,SKU00329,22,8,21.42
2024-02-01,S012,SKU00198,54,27,25.14
2024-02-01,S012,SKU00283,38,19,35.29
2024-02-01,S012,SKU00102,39,29,7.81
2024-02-01,S012,SKU00253,50,9,19.63
2024-02-01,S012,SKU00187,22,4,25.15
2024-02-01,S012,SKU00250,46,17,22.08
2024-02-01,S012,SKU00142,61,3,22.57
2024-02-01,S012,SKU00012,47,15,6.48
2024-02-01,S012,SKU00372,29,25,8.73
2024-02-01,S012,SKU00362,65,6,17.84
2024-02-01,S012,SKU00303,54,14,27.57
2024-02-01,S012,SKU00319,24,12,18.17
2024-02-01,S012,SKU00266,56,9,15.48
2024-02-01,S012,SKU00150,50,9,17.58
2024-02-01,S012,SKU00135,33,22,21.41
2024-02-01,S012,SKU00190,23,11,23.47
2024-02-01,S012,SKU00255,34,28,33.68
2024-02-01,S012,SKU00221,51,33,18.46
2024-02-01,S012,SKU00210,49,17,17.08
2024-02-01,S012,SKU00332,58,20,53.2
2024-02-01,S012,SKU00188,39,15,22.21
2024-02-01,S012,SKU00324,49,10,27.35
2024-02-01,S012,SKU00228,50,11,42.12
2024-02-01,S012,SKU00231,41,26,23.4
2024-02-01,S012,SKU00351,26,15,20.29
2024-02-01,S012,SKU00295,67,8,21.15
2024-02-01,S012,SKU00182,49,16,22.49
2024-02-01,S012,SKU00249,53,5,14.24
2024-02-01,S012,SKU00373,30,24,43.52
2024-02-01,S012,SKU00386,27,19,24.27
2024-02-01,S012,SKU00001,23,24,20.02
2024-02-01,S012,SKU00270,39,13,23.19
2024-02-01,S012,SKU00239,52,21,7.57
2024-02-01,S012,SKU00121,48,15,21.13
2024-02-01,S012,SKU00292,47,18,27.78
2024-02-01,S012,SKU00218,36,26,10.78
2024-02-01,S012,SKU00032,41,17,26.13
2024-02-01,S012,SKU00017,23,21,22.2
2024-02-01,S012,SKU00356,40,6,6.76
2024-02-01,S012,SKU00394,45,20,10.9
2024-02-01,S012,SKU00165,36,18,12.62
2024-02-01,S012,SKU00367,32,9,23.63
2024-02-01,S012,SKU00361,49,0,22.51
2024-02-01,S012,SKU00219,44,22,24.96
2024-02-01,S012,SKU00313,39,22,21.61
2024-02-01,S013,SKU00277,58,12,17.75
2024-02-01,S013,SKU00398,25,24,31.97
2024-02-01,S013,SKU00047,50,23,30.28
2024-02-01,S013,SKU00263,53,25,12.54
2024-02-01,S013,SKU00142,21,22,22.57
2024-02-01,S013,SKU00063,33,15,13.32
2024-02-01,S013,SKU00300,5,15,19.9
2024-02-01,S013,SKU00078,53,18,9.74
2024-02-01,S013,SKU00280,57,10,11.07
2024-02-01,S013,SKU00072,47,20,22.01
2024-02-01,S013,SKU00032,53,14,26.13
2024-02-01,S013,SKU00071,21,21,18.24
2024-02-01,S013,SKU00348,56,12,24.11
2024-02-01,S013,SKU00296,30,21,18.93
2024-02-01,S013,SKU00256,49,28,16.17
2024-02-01,S013,SKU00200,35,11,35.75
2024-02-01,S013,SKU00308,43,18,33.04
2024-02-01,S013,SKU00154,69,9,36.04
2024-02-01,S013,SKU00035,47,18,34.51
2024-02-01,S013,SKU00354,37,8,16.32
2024-02-01,S013,SKU00238,31,3,47.65
2024-02-01,S013,SKU00145,45,14,13.72
2024-02-01,S013,SKU00095,30,11,27.04
2024-02-01,S013,SKU00364,36,2,20.03
2024-02-01,S013,SKU00196,38,14,14.66
2024-02-01,S013,SKU00377,38,5,24.12
2024-02-01,S013,SKU00215,44,20,20.75
2024-02-01,S013,SKU00336,31,5,21.13
2024-02-01,S013,SKU00025,31,14,18.13
2024-02-01,S013,SKU00178,13,3,23.85
2024-02-01,S013,SKU00151,25,14,7.16
2024-02-01,S013,SKU00338,53,10,23.32
2024-02-01,S013,SKU00211,39,33,37.2
2024-02-01,S013,SKU00318,23,20,20.51
2024-02-01,S013,SKU00380,29,14,21.56
2024-02-01,S013,SKU00060,8,3,30.63
2024-02-01,S013,SKU00166,19,18,26.57
2024-02-01,S013,SKU00291,9,23,20.61
2024-02-01,S013,SKU00041,44,19,19.41
2024-02-01,S013,SKU00213,9,5,21.39
2024-02-01,S013,SKU00301,36,10,13.89
2024-02-01,S013,SKU00335,43,7,10.25
2024-02-01,S013,SKU00241,37,8,22.03
2024-02-01,S013,SKU00283,51,9,35.29
2024-02-01,S013,SKU00260,52,23,16.1
2024-02-01,S013,SKU00341,44,15,20.55
2024-02-01,S013,SKU00366,35,3,12.66
2024-02-01,S013,SKU00040,58,22,18.22
2024-02-01,S013,SKU00357,28,16,14.08
2024-02-01,S013,SKU00093,50,20,20.73
2024-02-01,S013,SKU00152,59,20,34.48
2024-02-01,S013,SKU00049,80,3,21.35
2024-02-01,S013,SKU00106,60,22,11.12
2024-02-01,S013,SKU00140,29,29,22.39
2024-02-01,S013,SKU00271,35,15,41.0
2024-02-01,S013,SKU00314,24,10,15.81
2024-02-01,S013,SKU00124,45,18,18.08
2024-02-01,S013,SKU00181,33,8,21.21
2024-02-01,S013,SKU00223,23,7,14.14
2024-02-01,S013,SKU00353,27,7,28.84
2024-02-01,S014,SKU00089,48,20,25.61
2024-02-01,S014,SKU00066,23,4,21.71
2024-02-01,S014,SKU00039,21,7,31.34
2024-02-01,S014,SKU00186,51,15,24.0
2024-02-01,S014,SKU00133,7,14,10.11
2024-02-01,S014,SKU00098,19,20,23.96
2024-02-01,S014,SKU00308,59,7,33.04
2024-02-01,S014,SKU00300,46,21,19.9
2024-02-01,S014,SKU00299,16,8,21.87
2024-02-01,S014,SKU00048,20,8,35.43
2024-02-01,S014,SKU00011,37,24,17.51
2024-02-01,S014,SKU00069,60,21,10.26
2024-02-01,S014,SKU00135,32,14,21.41
2024-02-01,S014,SKU00078,6,21,9.74
2024-02-01,S014,SKU00351,35,21,20.29
2024-02-01,S014,SKU00149,60,20,16.9
2024-02-01,S014,SKU00274,34,22,8.22
2024-02-01,S014,SKU00268,20,23,22.72
2024-02-01,S014,SKU00054,52,17,12.05
2024-02-01,S014,SKU00006,52,19,22.21
2024-02-01,S014,SKU00398,32,12,31.97
2024-02-01,S014,SKU00382,65,13,8.38
2024-02-01,S014,SKU00230,55,10,28.51
2024-02-01,S014,SKU00349,31,28,11.12
2024-02-01,S014,SKU00386,42,14,24.27
2024-02-01,S014,SKU00379,0,17,19.61
2024-02-01,S014,SKU00019,54,21,14.15
2024-02-01,S014,SKU00183,38,25,7.71
2024-02-01,S014,SKU00339,68,17,14.34
2024-02-01,S014,SKU00286,29,8,25.41
2024-02-01,S014,SKU00144,52,10,12.22
2024-02-01,S014,SKU00326,57,0,21.09
2024-02-01,S014,SKU00064,39,22,14.1
2024-02-01,S014,SKU00198,31,22,25.14
2024-02-01,S014,SKU00091,22,25,16.61
2024-02-01,S014,SKU00160,60,16,18.48
2024-02-01,S014,SKU00212,38,18,8.51
2024-02-01,S014,SKU00384,28,4,6.97
2024-02-01,S014,SKU00355,57,17,17.98
2024-02-01,S014,SKU00289,47,20,20.83
2024-02-01,S014,SKU00211,25,18,37.2
2024-02-01,S014,SKU00096,25,9,19.19
2024-02-01,S014,SKU00254,34,19,12.16
2024-02-01,S014,SKU00187,48,13,25.15
2024-02-01,S014,SKU00128,37,10,12.06
2024-02-01,S014,SKU00020,38,18,19.96
2024-02-01,S014,SKU00001,47,22,20.02
2024-02-01,S014,SKU00399,43,19,25.01
2024-02-01,S014,SKU00290,28,12,20.85
2024-02-01,S014,SKU00036,25,16,15.82
2024-02-01,S014,SKU00319,56,6,18.17
2024-02-01,S014,SKU00301,51,20,13.89
2024-02-01,S014,SKU00374,55,7,17.57
2024-02-01,S014,SKU00357,37,11,14.08
2024-02-01,S014,SKU00084,30,11,22.85
2024-02-01,S014,SKU00191,29,0,24.12
2024-02-01,S014,SKU00132,26,19,18.85
2024-02-01,S014,SKU00034,58,9,25.34
2024-02-01,S014,SKU00092,21,18,6.71
2024-02-01,S014,SKU00257,44,12,12.09
2024-02-01,S015,SKU00234,54,20,14.14
2024-02-01,S015,SKU00086,61,11,27.42
2024-02-01,S015,SKU00184,22,18,15.79
2024-02-01,S015,SKU00048,13,16,35.43
2024-02-01,S015,SKU00329,37,11,21.42
2024-02-01,S015,SKU00133,52,13,10.11
2024-02-01,S015,SKU00266,44,16,15.48
2024-02-01,S015,SKU00109,32,14,32.26
2024-02-01,S015,SKU00120,46,12,10.19
2024-02-01,S015,SKU00362,70,10,17.84
2024-02-01,S015,SKU00387,10,12,19.03
2024-02-01,S015,SKU00194,51,16,15.09
2024-02-01,S015,SKU00359,70,20,12.22
2024-02-01,S015,SKU00092,53,16,6.71
2024-02-01,S015,SKU00300,44,16,19.9
2024-02-01,S015,SKU00356,43,16,6.76
2024-02-01,S015,SKU00230,41,10,28.51
2024-02-01,S015,SKU00093,49,14,20.73
2024-02-01,S015,SKU00297,41,13,20.51
2024-02-01,S015,SKU00309,36,19,27.53
2024-02-01,S015,SKU00071,30,18,18.24
2024-02-01,S015,SKU00323,30,3,17.89
2024-02-01,S015,SKU00310,48,10,23.34
2024-02-01,S015,SKU00049,12,19,21.35
2024-02-01,S015,SKU00026,45,22,28.01
2024-02-01,S015,SKU00145,32,37,13.72
2024-02-01,S015,SKU00111,41,21,22.67
2024-02-01,S015,SKU00226,41,16,37.85
2024-02-01,S015,SKU00296,36,14,18.93
2024-02-01,S015,SKU00396,45,15,6.08
2024-02-01,S015,SKU00030,15,16,9.58
2024-02-01,S015,SKU00189,37,21,21.3
2024-02-01,S015,SKU00291,27,9,20.61
2024-02-01,S015,SKU00360,19,25,35.66
2024-02-01,S015,SKU00391,29,8,20.67
2024-02-01,S015,SKU00283,45,25,35.29
2024-02-01,S015,SKU00041,35,18,19.41
2024-02-01,S015,SKU00177,33,24,24.36
2024-02-01,S015,SKU00301,37,27,13.89
2024-02-01,S015,SKU00233,37,22,14.08
2024-02-01,S015,SKU00104,61,27,30.27
2024-02-01,S015,SKU00257,35,10,12.09
2024-02-01,S015,SKU00232,31,23,17.89
2024-02-01,S015,SKU00281,34,6,24.82
2024-02-01,S015,SKU00320,36,11,13.56
2024-02-01,S015,SKU00380,22,22,21.56
2024-02-01,S015,SKU00065,47,18,21.23
2024-02-01,S015,SKU00137,53,12,32.34
2024-02-01,S015,SKU00267,37,25,32.29
2024-02-01,S015,SKU00212,35,22,8.51
2024-02-01,S015,SKU00256,21,23,16.17
2024-02-01,S015,SKU00127,49,13,18.2
2024-02-01,S015,SKU00126,23,0,25.54
2024-02-01,S015,SKU00056,24,4,21.74
2024-02-01,S015,SKU00217,27,3,19.37
2024-02-01,S015,SKU00186,40,8,24.0
2024-02-01,S015,SKU00295,40,3,21.15
2024-02-01,S015,SKU00201,53,18,17.59
2024-02-01,S015,SKU00352,67,5,23.46
2024-02-01,S015,SKU00261,51,21,33.76
2024-02-01,S016,SKU00079,40,11,18.54
2024-02-01,S016,SKU00379,57,17,19.61
2024-02-01,S016,SKU00047,58,16,30.28
2024-02-01,S016,SKU00386,40,22,24.27
2024-02-01,S016,SKU00346,50,7,46.67
2024-02-01,S016,SKU00131,34,18,22.93
2024-02-01,S016,SKU00343,40,16,25.69
2024-02-01,S016,SKU00306,13,10,13.85
2024-02-01,S016,SKU00150,44,8,17.58
2024-02-01,S016,SKU00142,36,10,22.57
2024-02-01,S016,SKU00029,23,19,18.21
2024-02-01,S016,SKU00253,17,12,19.63
2024-02-01,S016,SKU00247,56,13,19.17
2024-02-01,S016,SKU00375,45,3,23.14
2024-02-01,S016,SKU00349,26,5,11.12
2024-02-01,S016,SKU00239,56,14,7.57
2024-02-01,S016,SKU00340,50,17,14.8
2024-02-01,S016,SKU00049,54,0,21.35
2024-02-01,S016,SKU00327,34,21,24.66
2024-02-01,S016,SKU00087,41,11,9.32
2024-02-01,S016,SKU00058,52,20,33.62
2024-02-01,S016,SKU00048,38,23,35.43
2024-02-01,S016,SKU00199,57,10,28.75
2024-02-01,S016,SKU00153,25,23,27.58
2024-02-01,S016,SKU00158,50,26,7.83
2024-02-01,S016,SKU00298,35,11,11.72
2024-02-01,S016,SKU00278,27,0,29.28
2024-02-01,S016,SKU00055,43,11,24.5
2024-02-01,S016,SKU00319,33,18,18.17
2024-02-01,S016,SKU00268,48,3,22.72
2024-02-01,S016,SKU00272,32,29,18.35
2024-02-01,S016,SKU00082,52,8,18.27
2024-02-01,S016,SKU00251,54,6,16.74
